# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-25 00:53:27.314
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.852781,4.2410,-1.6550,-0.0400,4.55
6.873717,2.3640,0.4890,0.3590,2.44
6.873911,1.6640,0.7200,0.9500,2.05
6.886014,2.0700,0.7260,1.5890,2.71
6.906081,4.8230,0.7290,4.5950,6.70
6.906297,5.1280,0.6790,5.1260,7.28
6.926450,4.7630,0.5980,5.0910,7.00
6.926629,4.8200,2.6390,5.0230,7.44
6.951505,5.2250,0.3990,5.6230,7.69
6.951591,7.9230,0.5110,3.4350,8.65
6.966965,8.9700,2.8410,2.9530,9.86
6.967057,5.8930,5.3320,2.1250,8.23
6.986454,3.9080,2.6260,4.2420,6.34
6.986524,2.4790,-1.9400,0.8480,3.26
7.007429,1.8470,-2.0880,-2.4870,3.74
7.007568,0.8850,-1.6670,-1.6010,2.47
7.029485,0.1390,-2.4100,-0.7140,2.52
7.029570,0.9310,-3.4120,-0.8660,3.64
7.048585,1.0510,-3.4980,-0.6220,3.71
7.048742,0.1900,-3.4610,-0.7880,3.55
7.069261,-1.0560,-3.6610,-1.9540,4.28
7.069390,-2.2490,-3.6260,-3.0550,5.25
7.090353,-3.3330,-3.3800,-3.9840,6.20
7.090534,-3.9340,-3.1330,-4.5800,6.80
7.116095,-4.4840,-2.6270,-4.6100,6.95
7.135109,-5.9040,-1.2560,-4.2270,7.37
7.150962,-6.4360,-0.1590,-3.6410,7.40
7.151148,-6.5050,0.1250,-3.1330,7.22
7.171465,-6.2250,0.3110,-2.2320,6.62
7.171620,-5.6730,0.3880,-1.3620,5.85
7.191868,-4.9460,0.2450,-0.5690,4.98
7.192105,-4.1870,0.0200,0.1550,4.19
7.216208,-3.4700,-0.2210,0.8610,3.58
7.234810,-1.8840,-0.9470,3.1580,3.80
7.251242,-0.8300,-1.8130,5.6840,6.02
7.251383,0.2220,-2.3470,6.7530,7.15
7.271486,2.3900,-2.9520,7.5330,8.44
7.271675,4.4270,-3.0720,9.0120,10.50
7.291714,6.3630,-3.0930,9.0060,11.45
7.291884,6.8350,-1.5250,7.7660,10.46
7.315898,8.3700,-1.2100,3.4260,9.12
7.316009,9.2280,-1.9870,-1.5950,9.57
7.334917,8.0350,-2.3610,-5.9070,10.25
7.335086,5.6850,-3.4540,-7.9070,10.33
7.355074,4.0040,-4.7550,-9.6620,11.49
7.355252,3.1780,-5.7290,-13.1850,14.72
7.375225,1.4350,-2.8820,-16.0180,16.34
7.375396,0.0830,-0.0630,-19.1160,19.12
7.399324,-1.4380,0.7420,-20.7850,20.85
7.418821,10.8610,4.9630,-21.8800,24.93
7.436032,19.6490,11.4220,-10.5970,25.08
7.436195,17.8130,13.2790,-1.2850,22.26
7.456444,13.9590,14.5300,5.0770,20.78
7.456685,11.1420,9.8750,3.0790,15.20
7.484971,3.1440,6.5790,0.5480,7.31
7.504707,-10.7440,4.7750,-0.6220,11.77
7.517730,-11.3530,1.1180,-0.3710,11.41
7.517915,-9.8310,0.1670,0.0550,9.83
7.538015,-8.3820,-0.4590,0.7450,8.43
7.538242,-7.0120,-1.4320,1.2950,7.27
7.558789,-6.2590,-2.0980,1.8860,6.87
7.558995,-5.8360,-2.6190,1.9900,6.70
7.584570,-5.2230,-2.6270,2.0800,6.21
7.584795,-4.7330,-2.0420,2.7140,5.83
7.605311,-4.6260,-1.9120,2.6500,5.66
7.620223,-3.5570,-1.7280,1.8550,4.37
7.641500,-2.9260,-1.3070,1.1200,3.39
7.641867,-2.9120,-1.4840,1.0700,3.44
7.667541,-2.8410,-1.7370,1.6990,3.74
7.684803,-1.7110,-2.2830,3.0620,4.19
7.701695,-1.3440,-1.4050,5.0420,5.40
7.701860,0.0350,-2.2230,4.8070,5.30
7.721862,0.2140,-2.8760,5.3230,6.05
7.722071,-0.1580,-2.8580,6.0160,6.66
7.741481,-0.4150,-2.7540,6.4470,7.02
7.741727,-1.0790,-2.4400,6.6530,7.17
7.763032,-1.3190,-2.1740,6.3740,6.86
7.763177,-1.5070,-2.0270,6.0320,6.54
7.781394,-1.5910,-1.8280,5.8920,6.37
7.781501,-1.7420,-1.7940,6.0050,6.50
7.802115,-1.8240,-1.9540,6.2690,6.82
7.802218,-1.6640,-2.1880,6.4340,7.00
7.824409,-1.0940,-2.4160,6.5670,7.08
7.824647,-0.2790,-2.4310,6.6860,7.12
7.848877,0.6030,-2.1150,6.8520,7.20
7.868906,2.3290,-1.7930,7.7590,8.30
7.869038,2.9380,-1.6870,8.5080,9.16
7.885231,3.4760,-1.8190,8.6540,9.50
7.905206,4.8460,-2.1430,5.4800,7.62
7.905430,5.0600,-2.7980,2.1520,6.17
7.930824,5.1880,-3.8920,-2.0010,6.79
7.951102,6.5510,-5.6410,-8.9130,12.42
7.951230,7.9070,-6.6740,-11.6950,15.62
7.969792,9.6600,-7.1370,-15.0680,19.27
7.986075,8.0390,-1.2310,-20.9060,22.43
7.986153,4.3170,2.3030,-22.6460,23.17
8.006632,2.6240,4.2620,-23.5560,24.08
8.006734,4.7710,6.4610,-21.1950,22.67
8.032895,8.0360,8.6220,-13.9560,18.27
8.047332,10.5080,9.8040,-1.4010,14.44
8.068324,3.8660,10.8600,3.9920,12.20
8.068471,-0.1550,7.7720,2.3930,8.13
8.089412,-4.3380,5.2160,-0.8370,6.84
8.089678,-8.1720,4.7990,-3.7150,10.18
8.115629,-11.2590,5.2280,-4.1520,13.09
8.135017,-12.3100,3.5010,-1.6740,12.91
8.150273,-9.0250,1.6230,-0.2490,9.17
8.150449,-7.9650,1.2070,0.9500,8.11
8.170776,-7.0570,0.7200,2.1390,7.41
8.170969,-6.0710,0.2520,2.9230,6.74
8.190876,-4.9430,-0.1380,3.4570,6.03
8.191050,-3.8090,-0.2220,3.8800,5.44
8.216190,-2.8110,-0.1370,4.2070,5.06
8.238037,-1.4460,-0.0790,4.5700,4.79
8.238175,-1.3620,-0.3180,4.8630,5.06
8.251757,-1.5150,-0.7980,5.1220,5.40
8.271273,-3.0040,-1.9500,4.9990,6.15
8.271443,-4.1140,-2.3050,4.3210,6.40
8.291460,-4.4060,-2.1850,3.9930,6.33
8.291644,-3.6470,-1.8840,3.9870,5.72
8.315838,-2.4690,-1.6770,3.9980,4.99
8.316029,-1.3550,-1.1730,4.0540,4.43
8.333764,-0.6680,-0.6360,4.1420,4.24
8.333898,-0.0610,-0.2750,3.9430,3.95
8.353895,0.3470,-0.1620,3.5070,3.53
8.354136,0.7010,-0.3580,3.1580,3.25
8.374602,1.2230,-0.7630,3.0380,3.36
8.374773,1.9360,-1.4300,3.0780,3.91
8.399049,2.7170,-2.4710,3.2220,4.89
8.419224,4.5070,-4.5620,4.3610,7.76
8.419375,4.8600,-4.5340,5.2880,8.49
8.435505,5.0350,-4.2190,6.3060,9.11
8.456196,3.1500,-3.4570,8.4540,9.66
8.456396,1.7390,-3.3840,8.9180,9.70
8.480227,0.1210,-3.7800,9.0350,9.79
8.497472,-1.6330,-4.9840,7.8500,9.44
8.517328,-1.1580,-5.2380,4.0710,6.73
8.517499,0.1550,-5.6710,0.5900,5.70
8.537356,1.8290,-6.4100,-3.4570,7.51
8.537554,3.7120,-7.0620,-7.3210,10.83
8.565546,5.5530,-7.4890,-10.6800,14.18
8.585175,7.2310,-5.3230,-14.8550,17.36
8.597649,7.0390,-0.0600,-15.1280,16.69
8.597757,6.4450,2.1770,-14.8200,16.31
8.619409,5.1680,4.2080,-13.6070,15.15
8.619614,3.5650,6.1020,-11.6460,13.62
8.640308,2.5210,7.4230,-10.0100,12.71
8.640503,1.3590,8.6200,-9.1360,12.63
8.663330,0.1780,9.5260,-7.8850,12.37
8.663528,-0.9280,9.1800,-6.6700,11.39
8.682970,-2.0710,8.0240,-5.7980,10.11
8.683063,-3.3560,7.0530,-5.1090,9.33
8.700807,-4.5330,6.4390,-4.3090,8.98
8.700992,-4.9020,5.5110,-3.5360,8.18
8.721083,-4.6860,4.3510,-3.0200,7.07
8.721179,-4.6950,3.4920,-2.5330,6.38
8.741919,-4.9720,2.8130,-1.8100,5.99
8.741999,-5.2590,2.0380,-0.9090,5.71
8.761838,-5.1840,1.1900,0.0840,5.32
8.761978,-4.7890,0.4210,1.0650,4.92
8.781012,-4.1470,-0.4340,1.7040,4.50
8.781192,-3.4270,-1.2400,2.2960,4.31
8.801915,-2.6990,-1.8840,2.6600,4.23
8.802162,-2.0770,-2.3200,3.1030,4.40
8.822294,-1.4540,-2.8780,3.7490,4.94
8.822582,-0.9430,-3.4080,4.5730,5.78
8.847466,-0.6240,-3.7130,5.2270,6.44
8.865081,0.0050,-3.7170,5.0670,6.28
8.884317,-0.0040,-3.7690,4.6000,5.95
8.884534,0.0590,-3.8600,4.2490,5.74
8.904716,0.4420,-4.2930,3.9830,5.87
8.904947,1.0910,-5.4390,3.9160,6.79
8.931464,1.7800,-7.1920,4.2480,8.54
8.951535,3.9500,-9.9000,6.6550,12.57
8.951661,5.5690,-9.8470,7.9940,13.85
8.966523,7.5680,-8.9790,9.4160,15.05
8.985336,9.0520,-4.4170,12.2480,15.86
8.985735,8.4190,-1.5070,12.3750,15.04
9.005954,6.5510,1.2590,11.0850,12.94
9.006198,3.5730,3.8570,8.0560,9.62
9.027507,0.3660,6.0160,4.4510,7.49
9.027646,-2.3420,8.0270,0.7330,8.39
9.047029,-3.4250,9.1640,-2.8600,10.19
9.047138,-3.1040,8.9830,-5.5560,11.01
9.067681,-2.2860,8.4650,-7.0590,11.26
9.067870,-2.1540,8.5460,-7.0900,11.31
9.088526,-2.2690,8.3020,-6.1810,10.60
9.088763,-3.1020,8.0630,-4.2820,9.64
9.111194,-2.0350,5.7030,-4.4870,7.54
9.111369,-2.7810,4.4630,-3.7460,6.46
9.132261,-3.7940,4.1240,-3.3530,6.53
9.149518,-5.1480,2.5770,-3.6890,6.84
9.172256,-7.1170,0.8440,-3.8900,8.15
9.172439,-8.0860,0.2550,-3.2630,8.72
9.197313,-8.3150,-0.0320,-2.3520,8.64
9.220233,-8.9430,-0.7100,-0.8190,9.01
9.220378,-8.9760,-1.1670,-0.2340,9.05
9.231774,-8.7280,-1.6560,0.4580,8.90
9.252005,-6.5730,-2.7100,1.6390,7.30
9.252221,-4.6880,-2.7480,2.3900,5.94
9.280833,-3.1560,-2.8120,2.9540,5.16
9.302607,-2.7010,-4.1920,4.4880,6.71
9.302762,-2.1190,-4.6240,5.9020,7.79
9.311798,-1.4550,-4.1550,7.0700,8.33
9.331548,1.2650,-3.5380,10.5420,11.19
9.331753,3.1320,-3.4880,11.4290,12.35
9.351540,5.4250,-3.2270,10.5490,12.29
9.351689,7.5600,-2.6730,8.3280,11.56
9.374034,8.8380,-2.2940,5.7570,10.79
9.374187,9.1660,-1.7870,3.7370,10.06
9.394403,8.7430,-1.3300,2.5970,9.22
9.394505,8.0860,-1.3260,1.6830,8.37
9.414542,7.1680,-2.0280,0.3580,7.46
9.414722,7.1800,-3.5720,-2.0530,8.28
9.435008,9.1150,-6.0970,-4.2840,11.77
9.435225,12.6630,-9.1120,-6.4880,16.90
9.455392,17.8020,-11.5060,-8.2510,22.75
9.455591,21.6370,-10.2250,-7.4900,25.08
9.480737,19.9890,-5.0470,-2.4520,20.76
9.480900,12.3630,-0.9780,3.2670,12.82
9.503593,3.3110,2.4290,1.1170,4.26
9.516244,-5.4130,5.3000,-4.5090,8.82
9.537265,-3.7260,4.4800,-11.3650,12.77
9.537502,-0.9260,4.6450,-13.5600,14.36
9.563643,0.2560,5.8920,-14.7500,15.89
9.584727,-1.9140,8.6130,-13.2790,15.94
9.584912,-3.8930,8.5220,-11.8490,15.11
9.598488,-4.9920,7.4750,-9.5690,13.13
9.618866,-6.7430,4.2920,-4.9600,9.41
9.619132,-7.9110,3.0310,-3.2530,9.07
9.644784,-8.3980,2.1530,-1.9380,8.88
9.663865,-7.5400,0.4840,0.6840,7.59
9.680530,-6.4140,-0.1220,2.1690,6.77
9.680681,-5.7060,-0.4690,2.4290,6.22
9.700386,-5.2250,-0.5880,2.3220,5.75
9.700547,-6.3180,-0.3690,1.1200,6.43
9.728015,-7.5460,-0.1610,-0.2430,7.55
9.745005,-7.8280,-1.2070,-1.1510,8.00
9.761694,-7.2330,-2.8670,-0.4670,7.79
9.761858,-7.4820,-3.2480,0.9590,8.21
9.781457,-6.7270,-3.8240,2.0770,8.01
9.781669,-4.7510,-3.8690,3.0660,6.85
9.801882,-1.9850,-3.3190,3.8510,5.46
9.802038,0.8250,-2.5210,4.5990,5.31
9.827525,2.9040,-1.9060,4.8380,5.96
9.827713,4.0550,-1.4880,4.9700,6.58
9.847170,3.9320,-1.1690,5.1170,6.56
9.847296,3.0300,-0.8360,6.0670,6.83
9.860769,1.6390,-0.1860,6.9950,7.19
9.860889,0.1460,0.1190,7.3430,7.35
9.881789,-0.1430,0.0890,7.4410,7.44
9.881956,0.4190,-0.1580,6.7230,6.74
9.909082,1.3470,-0.5610,5.7970,5.98
9.926882,4.2790,-2.0700,5.0550,6.94
9.944840,4.9110,-2.3790,5.1400,7.50
9.944965,7.0660,-2.9470,5.8590,9.64
9.966001,10.0770,-3.8970,5.9090,12.31
9.966205,13.1260,-5.1140,6.3570,15.45
9.986114,17.0690,-8.4870,5.5050,19.84
9.986303,19.7820,-11.3630,2.4960,22.95
10.007530,19.6450,-11.6300,-2.1970,22.93
10.007619,18.1030,-11.3440,-5.2010,21.99
10.026106,14.4570,-7.2800,-4.6590,16.84
10.026391,9.7210,-1.0070,-3.0720,10.24
10.046542,6.2080,3.2890,-2.7600,7.55
10.046877,3.6660,3.7650,-2.7690,5.94
10.066948,0.0570,2.7420,-4.4160,5.20
10.067112,-4.0410,1.6780,-8.9150,9.93
10.087424,-5.9600,0.8860,-12.6100,13.98
10.087559,-6.8440,1.5900,-14.4230,16.04
10.112369,-7.0020,4.5550,-13.4590,15.84
10.132782,-6.4210,6.5330,-5.6910,10.78
10.132895,-6.0000,5.1420,-2.8370,8.40
10.148745,-5.8750,4.4530,-1.4050,7.50
10.170037,-5.8260,2.6740,-1.1520,6.51
10.170300,-5.4230,2.0700,-1.4630,5.99
10.195632,-4.7270,1.7980,-1.8290,5.38
10.214986,-4.1090,2.3800,-3.0310,5.63
10.230119,-3.7990,3.2650,-4.0630,6.45
10.230268,-3.5530,3.5160,-4.1970,6.53
10.252301,-3.2690,3.5350,-3.8380,6.16
10.252490,-3.0600,3.3450,-2.9500,5.41
10.276786,-2.8750,3.1140,-1.7740,4.59
10.294983,-2.1810,2.5240,0.8810,3.45
10.311245,-2.4760,2.1990,2.2000,3.98
10.311389,-2.1290,2.2550,2.4040,3.92
10.331379,-1.7660,2.0090,2.8190,3.89
10.331540,-1.5030,1.4210,3.3610,3.95
10.352189,-1.3690,0.9450,3.8550,4.20
10.352441,-1.3730,0.6240,4.2710,4.53
10.376145,-1.3110,0.2230,4.5150,4.71
10.376262,-1.3400,0.0140,4.5630,4.76
10.394531,-1.4260,-0.0210,4.4420,4.67
10.394692,-1.7080,-0.0160,4.3540,4.68
10.414268,-2.0440,0.3230,4.2510,4.73
10.414483,-2.2290,0.6030,3.9930,4.61
10.434859,-2.3520,0.7450,3.7300,4.47
10.435060,-2.4140,0.2760,3.4460,4.22
10.458680,-2.7620,-0.1940,3.4880,4.45
10.474408,-3.9380,-1.4510,4.4140,6.09
10.495737,-5.4870,-1.8800,7.4970,9.48
10.496002,-5.0680,-2.5760,8.3360,10.09
10.515503,-3.0560,-3.4280,9.2870,10.36
10.515611,-1.0410,-4.4360,9.5540,10.58
10.536929,0.8560,-4.8590,9.5030,10.71
10.537097,3.3760,-5.0480,8.1270,10.15
10.558693,6.9160,-6.1530,5.7410,10.89
10.581710,11.7150,-6.9430,0.2340,13.62
10.581845,15.1660,-7.7060,-2.4250,17.18
10.597474,17.2390,-7.2680,-1.5150,18.77
10.617895,12.3390,-0.7820,3.6930,12.90
10.618011,9.5630,0.7240,4.6650,10.66
10.644234,7.6440,2.7860,1.7890,8.33
10.665435,6.1660,8.5270,-11.0440,15.25
10.665558,6.5040,10.2140,-13.7710,18.34
10.680471,5.7720,11.6970,-13.7270,18.94
10.702275,1.5020,11.7230,-9.3470,15.07
10.702376,0.1690,10.1920,-7.6810,12.76
10.724862,-1.1950,8.7510,-5.7960,10.56
10.743023,-2.9600,4.5820,-3.8210,6.66
10.761176,-5.3690,1.4170,-3.8650,6.77
10.761354,-6.8260,0.8650,-3.6960,7.81
10.781620,-7.6580,0.3530,-3.3180,8.35
10.781830,-7.7250,0.0430,-2.7730,8.21
10.808591,-7.8730,0.0210,-1.8700,8.09
10.823747,-8.1770,-0.2930,-1.1600,8.26
10.841997,-8.3280,-0.6030,-0.8890,8.40
10.842177,-8.1870,-0.4650,-0.6690,8.23
10.861525,-8.0130,-0.2400,0.0290,8.02
10.861797,-7.5940,-0.0080,0.9080,7.65
10.881881,-7.1860,-0.0750,1.7010,7.38
10.882075,-6.9400,-0.3240,2.4130,7.35
10.902945,-7.0000,-0.5790,3.0750,7.67
10.903053,-7.5380,-1.1720,3.7420,8.50
10.927252,-8.7240,-1.5180,4.6390,10.00
10.927394,-9.8350,-1.5360,5.5210,11.38
10.947393,-9.8460,-2.3630,6.2920,11.92
10.947507,-8.8810,-3.5720,7.1590,11.95
10.965153,-7.3340,-4.3440,8.3290,11.92
10.965289,-5.5970,-5.1320,9.2960,12.00
10.988833,-4.0260,-5.7180,9.5440,11.83
10.988987,-2.6400,-5.6130,9.1520,11.06
11.006801,-1.0180,-5.4380,8.0380,9.76
11.006883,1.2460,-5.7930,5.3310,7.97
11.025565,3.1260,-6.0610,1.4810,6.98
11.026167,4.5810,-6.0230,-2.5010,7.97
11.046170,5.9060,-6.5840,-6.0960,10.74
11.046600,7.4580,-7.3260,-8.5890,13.53
11.065997,9.9180,-8.3200,-10.1080,16.42
11.066121,14.0600,-8.8800,-11.7950,20.39
11.090976,17.8830,-6.3700,-14.1000,23.65
11.110654,17.2950,1.9500,-11.5410,20.88
11.127426,16.9880,-2.8970,-5.9990,18.25
11.127529,17.1950,-1.0590,-1.2840,17.28
11.148366,17.7420,2.3580,2.5900,18.08
11.148616,19.6980,4.9360,0.7210,20.32
11.176186,16.5360,8.9520,-1.2860,18.85
11.199380,2.2640,14.0730,-4.2620,14.88
11.199536,-5.1340,13.3150,-4.9770,15.11
11.210206,-10.2990,12.0640,-4.4240,16.47
11.230929,-13.1050,7.0790,-4.2310,15.48
11.231100,-11.4520,4.3800,-3.3470,12.71
11.262077,-9.4020,2.1520,-1.5760,9.77
11.286688,-7.2610,1.1010,2.0710,7.63
11.286879,-6.6310,1.0240,2.8880,7.30
11.311651,-4.4890,-0.2300,2.2570,5.03
11.311830,-4.3200,-0.0080,1.8210,4.69
11.331375,-4.0980,0.3150,1.1100,4.26
11.331494,-4.0180,0.5490,0.3420,4.07
11.359818,-3.9550,0.7780,0.2490,4.04
11.378611,-3.2540,0.8140,0.5800,3.40
11.391251,-2.0850,0.2710,1.7060,2.71
11.391358,-1.4570,0.1090,2.2710,2.70
11.414032,-1.1940,-0.0960,2.6100,2.87
11.414203,-1.2370,-0.3850,2.8140,3.10
11.433825,-1.4490,-0.8920,2.7790,3.26
11.434006,-1.5350,-1.5490,2.9880,3.70
11.458766,-1.4900,-2.1560,3.1890,4.13
11.458984,-1.3110,-2.3970,3.7020,4.60
11.481958,-0.7960,-2.1970,4.1610,4.77
11.495075,0.2830,-1.4770,5.0990,5.32
11.515755,0.6960,-1.5260,6.6790,6.89
11.516003,0.9050,-1.3450,7.9270,8.09
11.538979,1.2180,-1.3000,9.6420,9.81
11.539153,1.6910,-0.9400,12.2190,12.37
11.558368,2.0980,-0.4190,13.9750,14.14
11.558546,2.8700,-0.4400,14.2600,14.55
11.576697,3.5520,-1.1180,12.4670,13.01
11.576841,3.7840,-1.6530,9.1850,10.07
11.597076,3.6380,-2.2570,4.4880,6.20
11.597257,3.8140,-3.2590,-0.3950,5.03
11.622779,4.1110,-4.6050,-4.5340,7.66
11.638691,5.0960,-7.9360,-9.1960,13.17
11.658032,6.9560,-10.1670,-13.0420,17.94
11.658122,6.5880,-8.1850,-14.1480,17.62
11.678773,4.6940,-5.7860,-13.4040,15.34
11.678973,2.6230,-3.9850,-10.8730,11.87
11.700491,1.3050,-2.2200,-8.1850,8.58
11.700621,2.0440,0.7110,-7.5230,7.83
11.722661,4.0560,4.4420,-7.8680,9.90
11.722823,5.2710,7.3990,-8.1100,12.18
11.740319,4.3970,8.5260,-8.0130,12.50
11.740496,1.8720,8.0050,-7.6720,11.24
11.760263,-0.8980,6.5860,-8.5030,10.79
11.760413,-3.2850,6.1210,-8.6850,11.12
11.780833,-4.6200,6.1010,-8.1260,11.16
11.781026,-4.9390,5.7050,-7.4780,10.62
11.807452,-4.8360,4.7510,-5.9760,9.04
11.829399,-4.5260,2.9170,-2.6090,5.98
11.829523,-4.6700,2.4350,-0.7000,5.31
11.847394,-4.4740,1.6010,0.9480,4.85
11.847529,-4.0810,0.6990,1.9630,4.58
11.861198,-3.7720,0.4360,2.6720,4.64
11.882163,-3.7880,0.2900,3.3090,5.04
11.882374,-3.6550,0.2020,3.5280,5.08
11.911232,-3.6630,0.3550,3.6120,5.16
11.923773,-3.1830,1.0850,3.4220,4.80
11.943823,-2.3480,1.2040,3.6280,4.49
11.944032,-1.9470,0.9210,3.7280,4.31
11.965205,-1.4600,0.6140,3.9070,4.22
11.965457,-1.0700,0.3340,3.8420,4.00
11.991590,-0.8370,0.1310,4.1440,4.23
12.010061,-0.8220,-0.7370,4.1900,4.33
12.028396,-1.6270,-1.7780,4.2010,4.84
12.028495,-1.9890,-2.2040,4.4720,5.37
12.045548,-2.1410,-2.5080,4.6960,5.74
12.045704,-1.8450,-2.8010,4.7970,5.85
12.068688,-1.2670,-3.1140,4.8660,5.91
12.068820,-0.9020,-3.0790,5.2470,6.15
12.086518,-0.6470,-3.0070,5.9860,6.73
12.086778,-0.0580,-3.0340,6.8540,7.50
12.107114,0.8610,-3.0880,7.6300,8.28
12.107643,2.3590,-3.5950,7.8050,8.91
12.127703,4.3580,-4.6010,8.0350,10.23
12.127854,5.8360,-4.9530,8.7380,11.62
12.147769,6.4180,-4.0710,9.4650,12.14
12.147965,6.3600,-2.9980,9.9220,12.16
12.171946,5.5040,-1.8030,9.8970,11.47
12.193236,3.2460,-0.1680,6.6760,7.43
12.193373,2.0830,-0.3680,3.5390,4.12
12.210588,1.2160,-0.7850,-0.3480,1.49
12.230094,0.3070,-1.6190,-6.2630,6.48
12.230295,0.1100,-1.5600,-7.2820,7.45
12.254948,0.1930,-1.4890,-7.2680,7.42
12.272190,1.1650,-1.4990,-6.3580,6.64
12.290551,2.3520,-1.7310,-6.8080,7.41
12.290653,2.3820,-1.6150,-6.8750,7.45
12.311593,2.4990,-1.5730,-7.0240,7.62
12.311809,3.2980,-1.6740,-8.0210,8.83
12.334466,4.5610,-0.9940,-9.3630,10.46
12.334590,5.5610,0.3430,-9.9040,11.36
12.354701,5.4710,2.0940,-8.6990,10.49
12.354859,5.1910,3.5790,-6.6030,9.13
12.371482,5.1910,4.3070,-5.1800,8.50
12.371760,4.7940,4.6950,-4.4490,8.05
12.391640,3.7110,5.1810,-3.5550,7.30
12.391812,1.8900,5.3240,-2.4900,6.17
12.411840,0.1190,4.8170,-1.4740,5.04
12.412019,-1.1600,3.7840,-0.8250,4.04
12.440550,-2.1230,3.0350,-1.2630,3.91
12.464001,-3.3230,3.6480,-3.1010,5.83
12.464233,-3.0670,4.1960,-3.8350,6.46
12.473909,-2.7420,4.8640,-4.4010,7.11
12.494502,-2.5670,5.7070,-3.6800,7.26
12.494674,-2.3660,5.1230,-3.4130,6.59
12.514845,-2.4290,4.4160,-3.1360,5.94
12.515012,-2.6040,3.5690,-2.5430,5.10
12.540844,-2.7970,2.6500,-1.6080,4.18
12.565001,-2.1410,0.3840,0.0010,2.18
12.565208,-1.5060,-0.3380,0.5540,1.64
12.576389,-0.8810,-0.7720,1.1790,1.66
12.597016,0.1850,-1.9010,2.0550,2.81
12.597216,0.4340,-2.3480,2.3180,3.33
12.623709,0.5900,-2.9740,2.4420,3.89
12.646316,0.3930,-3.6880,2.6580,4.56
12.646432,0.0960,-3.7380,2.4180,4.45
12.657770,-0.2140,-3.9840,2.2620,4.59
12.678442,0.4430,-3.4770,2.3570,4.22
12.678681,1.1590,-3.5750,2.1040,4.31
12.708082,1.4380,-4.2770,1.9950,4.93
12.731114,1.1850,-5.1250,2.5720,5.86
12.731222,0.8910,-4.9750,3.5120,6.15
12.740275,0.7350,-4.1390,4.3530,6.05
12.760982,1.4510,-2.1950,5.6100,6.20
12.761240,1.4770,-1.2700,5.7830,6.10
12.788817,1.3630,-0.3780,5.7870,5.96
12.812673,0.3710,0.3840,5.1480,5.18
12.812883,-0.2770,0.2110,4.7250,4.74
12.821424,-0.8420,-0.1710,4.6040,4.68
12.841862,-2.6780,-0.3400,6.1050,6.68
12.842038,-3.7760,-0.1170,7.0870,8.03
12.861436,-4.8100,-0.0010,7.7630,9.13
12.861574,-5.6330,-0.0620,7.7880,9.61
12.890279,-6.0920,0.0560,7.1290,9.38
12.909134,-5.4870,0.1290,4.2900,6.97
12.923126,-3.7020,0.3640,1.9630,4.21
12.923275,-2.6130,0.5440,0.9780,2.84
12.943809,-1.6300,0.6940,0.1660,1.78
12.943979,-0.8160,0.4340,-0.6380,1.12
12.963816,-0.1680,-0.3490,-1.8020,1.84
12.963965,-0.0270,-1.1740,-3.1960,3.40
12.989388,0.2380,-2.2200,-4.4090,4.94
12.989560,1.0080,-3.0790,-5.4520,6.34
13.012140,2.6780,-3.5550,-6.2940,7.71
13.024507,6.1720,-2.9240,-6.9120,9.72
13.045672,6.3930,-1.5230,-6.8180,9.47
13.045894,5.6600,-0.2070,-6.7050,8.78
13.066799,5.0240,1.4960,-7.0880,8.82
13.066882,4.7190,3.0850,-7.3750,9.28
13.085470,4.8110,4.2070,-7.4760,9.84
13.085742,5.1150,5.0920,-7.4230,10.35
13.106156,4.6760,5.6090,-7.1910,10.25
13.106363,3.2220,5.9720,-6.8290,9.63
13.126740,1.3510,6.1930,-6.6300,9.17
13.126933,-0.0350,6.6630,-7.0770,9.72
13.147108,-1.0010,7.6150,-7.3970,10.66
13.147246,-1.5300,8.4060,-7.6820,11.49
13.171576,-1.8370,8.4160,-7.7310,11.57
13.171827,-1.9660,7.7360,-7.4570,10.92
13.192313,-2.5440,6.7560,-6.7260,9.87
13.209329,-4.3080,4.4350,-3.2560,6.99
13.229296,-4.4160,0.9870,0.3720,4.54
13.229484,-4.2450,-0.6400,2.1400,4.80
13.255243,-3.9780,-1.9910,3.5890,5.72
13.275186,-3.3930,-2.8410,4.6010,6.38
13.275318,-2.8600,-2.8530,4.2130,5.84
13.290367,-2.0490,-3.2040,3.7000,5.31
13.310777,0.3330,-5.0110,4.0510,6.45
13.310885,1.5920,-5.7810,5.2480,7.97
13.335985,2.1620,-6.1800,6.2340,9.04
13.358062,3.0560,-6.9480,6.2280,9.82
13.358166,2.6850,-7.2650,6.4270,10.06
13.371177,2.5480,-6.7430,6.6680,9.82
13.395137,2.2630,-4.5850,6.7840,8.50
13.395214,1.5670,-3.6700,6.8040,7.89
13.416186,0.5510,-3.2290,6.3550,7.15
13.433950,-1.7980,-1.8970,4.6870,5.37
13.453790,-4.0780,-1.0010,3.4650,5.44
13.453954,-4.9060,-0.4390,3.3580,5.96
13.473733,-5.4170,0.2760,3.5390,6.48
13.473899,-5.8350,1.1230,3.8500,7.08
13.494112,-5.8820,1.9480,3.8080,7.27
13.494266,-5.3090,2.5310,3.3410,6.76
13.518100,-4.3450,3.0080,2.5290,5.86
