# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-25 00:53:27.314
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.537996,-2.1720,3.3390,0.7790,4.06
13.538096,-1.1710,3.0850,0.0560,3.30
13.555574,-0.2720,2.7240,-0.5390,2.79
13.575775,1.1890,1.9180,-0.8930,2.43
13.575898,1.5620,1.6440,-0.6420,2.36
13.604847,1.8130,1.4090,-0.5440,2.36
13.628771,1.2960,1.5800,-0.7570,2.18
13.628915,0.6320,1.7770,-0.3680,1.92
13.636942,0.0210,1.3990,-0.1700,1.41
13.657660,0.4840,2.9050,-1.5880,3.35
13.657859,0.7340,2.8430,-1.3790,3.24
13.677673,0.9760,2.2800,-0.9020,2.64
13.677844,0.0910,2.7950,-0.1820,2.80
13.703859,0.6260,2.9680,-0.6360,3.10
13.704018,1.1040,2.9330,-0.5330,3.18
13.727876,1.4140,3.2010,-0.2230,3.51
13.739716,1.8220,3.6650,-0.4680,4.12
13.761009,1.1810,4.1190,-0.5730,4.32
13.761229,1.0060,4.1280,-0.5000,4.28
13.786951,1.0570,3.8500,-0.5270,4.03
13.787110,0.6100,3.0320,-0.4380,3.12
13.810630,0.0950,1.9470,-0.4730,2.01
13.821057,-0.1720,0.5140,-0.2070,0.58
13.841744,-0.8510,0.1090,0.0910,0.86
13.841886,-1.2580,0.2440,0.3560,1.33
13.861153,-1.3370,0.1800,0.4590,1.43
13.861280,2.0550,1.1070,1.4730,2.76
13.887581,-1.0940,1.7530,2.3180,3.11
13.887737,0.6430,2.0670,0.3700,2.20
13.909204,3.1130,1.4470,-0.6920,3.50
13.909311,0.3840,0.8070,-0.1150,0.90
13.921731,-3.3850,-1.1220,0.2080,3.57
13.922791,-6.2130,-1.1900,-0.7650,6.37
13.941386,-5.1060,-1.5190,-0.9110,5.40
13.941680,-2.0970,-1.8070,-0.3420,2.79
13.963717,-1.6450,-2.1540,-0.1470,2.71
13.963846,-1.5710,-2.1750,-0.2570,2.70
13.986354,-1.6850,-2.1650,0.5480,2.80
13.986488,-1.1740,-1.9390,1.5700,2.76
14.010168,-0.2990,-1.6180,1.9480,2.55
14.010327,0.3500,-1.3600,1.9410,2.40
14.029772,0.9330,-1.1740,1.1450,1.89
14.029864,0.8800,-0.6820,0.3620,1.17
14.052032,0.7100,-0.0880,0.1330,0.73
14.070457,-0.6290,0.7110,0.6470,1.15
14.085323,-0.5060,-0.6350,2.2980,2.44
14.085472,-0.6750,-1.4140,2.4110,2.88
14.105907,-0.9300,-1.2420,1.1590,1.94
14.105991,-1.1140,-0.7430,0.6880,1.51
14.126039,-1.1900,-0.7130,0.6970,1.55
14.126110,-1.1070,-0.7810,0.1710,1.37
14.150839,-1.1670,-0.0580,-0.6960,1.36
14.151047,-0.5940,0.6180,-0.5300,1.01
14.170647,0.1350,0.4370,-0.6230,0.77
14.170739,-0.1420,-0.2440,-0.4900,0.57
14.188348,-0.1600,-0.8250,0.2020,0.86
14.188444,-0.0860,-1.0030,0.9090,1.36
14.207992,0.4540,-0.8960,1.8780,2.13
14.208144,1.3700,-0.9390,3.0620,3.48
14.231120,2.2780,-1.5900,4.2800,5.10
14.231235,1.5670,-0.7870,5.1500,5.44
14.248466,-2.6180,2.3400,5.9200,6.88
14.248562,-4.5770,0.7820,7.2990,8.65
14.269668,-3.1290,-1.4090,8.7160,9.37
14.269781,0.3810,-2.7380,9.1330,9.54
14.289825,2.6410,-3.3420,9.0900,10.04
14.289931,2.4080,-3.3210,7.3750,8.44
14.315829,1.4380,-3.3560,5.0290,6.21
14.331425,0.7620,-3.3130,1.4470,3.69
14.351578,0.5290,-3.3420,-4.3110,5.48
14.351774,0.6480,-2.8750,-6.1660,6.83
14.371642,0.6900,-2.1500,-7.2830,7.63
14.371842,0.2730,-1.6530,-8.0290,8.20
14.391739,-0.0470,-1.4620,-8.2770,8.41
14.391914,-0.2560,-1.3040,-7.9880,8.10
14.420387,-0.7430,-0.9870,-7.8760,7.97
14.445661,-1.6480,0.2840,-8.0240,8.20
14.445886,-2.6980,0.6890,-8.2480,8.71
14.451866,-3.5410,2.7480,-8.9100,9.97
14.473675,-3.4700,3.7890,-9.9660,11.21
14.473882,-3.5740,4.6250,-9.8170,11.43
14.500517,-3.9880,5.3050,-9.1040,11.27
14.517421,-3.1470,4.6180,-7.8340,9.62
14.535171,-2.2410,4.3790,-4.7280,6.82
14.535265,-1.8580,3.4760,-3.4440,5.23
14.555417,-2.1260,2.6450,-3.0420,4.56
14.555589,-2.2870,2.1660,-2.6810,4.14
14.575815,-2.0630,1.5270,-1.8760,3.18
14.575938,-0.6770,0.7950,-1.1960,1.59
14.600608,-0.0420,-0.0410,-0.5260,0.53
14.620244,1.6950,-2.9450,0.5770,3.45
14.636555,2.0970,-5.1230,0.7170,5.58
14.636682,2.4760,-6.0710,1.0080,6.63
14.657171,3.2350,-6.9410,2.3700,8.02
14.657282,4.0840,-7.0890,4.6770,9.42
14.682326,4.3020,-6.8740,6.2830,10.26
14.705021,2.9540,-7.2150,7.7160,10.97
14.705119,1.0680,-7.9000,8.3890,11.57
14.719073,-0.9380,-11.3110,9.9940,15.12
14.738458,3.7610,-14.4920,25.3050,29.40
14.738565,7.1380,-7.6610,29.5320,31.33
14.759041,5.0980,-6.6940,30.8010,31.93
14.759160,3.9530,0.5610,29.6240,29.89
14.782206,2.6720,6.8170,25.9940,27.01
14.782279,-0.1230,11.5160,20.5770,23.58
14.799980,-2.0290,14.2640,11.8590,18.66
14.800113,-0.9570,13.9430,1.9460,14.11
14.820050,1.7430,11.9720,-6.3720,13.67
14.820184,3.2040,9.4090,-10.9940,14.82
14.843598,2.0500,7.0060,-11.8290,13.90
14.868093,-0.4200,1.6270,-8.2910,8.46
14.868231,-1.4100,0.0390,-6.8620,7.01
14.890106,-1.6570,-1.6290,-6.2540,6.67
14.890268,-1.1260,-2.8390,-5.9920,6.73
14.901727,-0.4830,-3.7060,-6.2430,7.28
14.920907,-1.0080,-4.8210,-8.8480,10.13
14.921045,-1.6030,-4.5580,-9.8170,10.94
14.944659,-2.1710,-3.7420,-10.4590,11.32
14.964262,-1.9600,-1.1610,-10.7510,10.99
14.983679,-1.6190,1.2700,-10.3000,10.50
14.983813,-1.2860,2.3530,-9.9060,10.26
15.004319,-1.5230,3.2880,-9.2410,9.93
15.004468,-2.4520,4.1550,-8.6070,9.87
15.029138,-3.0660,4.9020,-7.6980,9.63
15.053440,-3.2150,5.3560,-5.9380,8.62
15.053563,-2.9810,4.6750,-6.5030,8.55
15.071469,-2.5690,4.5140,-7.3610,9.01
15.071539,-1.8640,4.3620,-8.1240,9.41
15.085202,-1.2030,4.0680,-8.3190,9.34
15.105166,-0.7470,3.2800,-7.1620,7.91
15.105330,-0.7260,2.1410,-5.8790,6.30
15.126183,-0.8200,1.1710,-4.6690,4.88
15.126279,-1.3610,0.6610,-3.3290,3.66
15.147606,-1.4520,-0.3880,-1.7970,2.34
15.147777,-1.1390,-1.8520,-0.0660,2.18
15.170515,-0.5600,-3.3530,1.7730,3.83
15.187231,3.1410,-5.6510,4.8150,8.06
15.207726,5.6110,-7.2030,7.4430,11.78
15.207867,5.5460,-7.4420,9.2470,13.10
15.231628,4.3320,-7.3880,10.3530,13.44
15.251259,1.3570,-9.0620,11.0760,14.37
15.270588,-0.8950,-12.0380,16.7790,20.67
15.270730,-0.1550,-10.9790,19.8280,22.67
15.290465,2.7620,-8.6200,23.2260,24.93
15.290600,2.9560,-4.4880,24.4510,25.03
15.314677,2.6310,0.8920,21.0640,21.25
15.337179,0.8110,7.7540,13.3730,15.48
15.337275,-1.1520,11.2310,10.2230,15.23
15.351834,-2.1500,12.7960,5.9890,14.29
15.371443,-1.2040,10.6220,-5.2360,11.90
15.371552,-0.1030,7.9520,-8.1170,11.36
15.401161,0.2040,5.2370,-8.5110,10.00
15.416803,-1.3200,1.4680,-6.1480,6.46
15.434818,-2.1820,-0.2700,-3.4750,4.11
15.434900,-1.7400,-1.0570,-3.2990,3.88
15.451589,-1.2120,-1.9570,-3.9530,4.57
15.451698,-0.8180,-2.8680,-4.8980,5.73
15.471881,-0.2770,-3.0790,-5.7740,6.55
15.472040,-0.0530,-2.9360,-6.5770,7.20
15.499881,0.2130,-2.4720,-7.0180,7.44
15.500017,0.3410,-1.7490,-7.2150,7.43
15.520369,0.1890,-0.9430,-7.2030,7.27
15.520456,0.4670,-0.4580,-7.1590,7.19
15.534634,0.6740,0.2550,-7.2230,7.26
15.534757,0.8130,1.0070,-7.2780,7.39
15.554932,0.8840,1.4090,-7.2010,7.39
15.555087,0.6610,1.5980,-7.0650,7.27
15.581406,0.2050,1.7090,-6.5830,6.80
15.602541,-0.6400,1.9800,-5.6950,6.06
15.602655,-0.3430,2.0280,-5.9390,6.29
15.615655,0.5630,2.0960,-6.9270,7.26
15.636071,0.3860,5.6130,-9.1800,10.77
15.636218,0.6210,3.4500,-10.1440,10.73
15.657024,-0.4600,4.9040,-10.5210,11.62
15.657140,-0.6860,5.4450,-10.9740,12.27
15.682480,-1.0680,4.2680,-10.2520,11.16
15.703453,-0.6540,2.7800,-6.6570,7.24
15.703541,-0.1770,1.4540,-3.4620,3.76
15.717288,-0.3520,-0.1780,-0.7950,0.89
15.738229,-0.7170,-3.2430,4.1720,5.33
15.738324,-0.4510,-3.7570,5.8720,6.99
15.764252,0.0290,-3.7640,6.8470,7.81
15.787145,1.3540,-3.1560,8.5520,9.22
15.787250,2.1250,-3.0290,8.1610,8.96
15.801737,1.6370,-4.0130,7.1250,8.34
15.819770,0.3870,-9.4550,8.7420,12.88
15.820041,0.4630,-13.1230,12.1780,17.91
15.840065,-1.1250,-14.1220,17.9750,22.89
15.840167,-2.8150,-12.8430,22.9060,26.41
15.862081,-3.1290,-8.0530,23.6300,25.16
15.862165,-2.1410,-3.0440,23.8520,24.14
15.881265,-1.4930,1.9140,22.8160,22.94
15.881383,0.2860,6.5070,20.0090,21.04
15.901367,0.4330,9.5210,14.0080,16.94
15.901484,0.8040,10.0800,7.1410,12.38
15.922017,1.0570,9.1630,2.4510,9.54
15.922215,0.2350,8.5350,-0.6850,8.57
15.946566,-0.9950,7.6060,-2.9830,8.23
15.969507,-1.5410,4.6290,-5.2790,7.19
15.969606,-1.0390,3.0940,-5.3460,6.26
15.981811,-0.6250,2.2850,-4.7840,5.34
16.003884,-0.7790,0.6880,-4.7460,4.86
16.003991,-0.8070,-0.3050,-5.1640,5.24
16.031971,-0.3500,-1.4810,-5.5830,5.79
16.055964,0.5130,-2.7460,-6.8410,7.39
16.056038,1.0560,-2.9590,-7.6450,8.27
16.063928,1.8140,-2.7160,-8.5100,9.12
16.084538,2.0970,-0.6030,-9.4720,9.72
16.084777,1.8360,0.1960,-9.6150,9.79
16.104829,1.2310,0.6470,-9.1520,9.26
16.105002,0.3760,1.5120,-8.6520,8.79
16.127388,0.1070,2.2570,-8.3050,8.61
16.127485,0.2060,2.8630,-7.9120,8.42
16.147036,0.2510,3.4470,-7.4110,8.18
16.147135,-0.0740,3.6980,-6.7300,7.68
16.166434,-0.2260,3.7950,-5.8510,6.98
16.166593,-0.8430,3.4160,-4.8470,5.99
16.187134,-1.0900,3.2170,-3.8340,5.12
16.187427,-1.1520,2.7980,-3.1260,4.35
16.215885,-1.2100,2.4220,-2.7900,3.89
16.238439,-0.8030,2.0250,-2.5650,3.37
16.238608,-0.6130,1.8350,-2.4940,3.16
16.247937,-0.9770,1.6170,-2.7170,3.31
16.269236,-1.1630,1.3610,-3.7230,4.13
16.269484,-1.4170,1.0620,-4.2080,4.57
16.288813,-1.5050,0.9630,-4.2990,4.66
16.288972,-1.5370,0.7300,-3.7110,4.08
16.315912,-1.9730,0.3810,-2.6300,3.31
16.332398,-2.2260,-0.3010,0.3190,2.27
16.350224,-0.9550,-0.6540,1.9080,2.23
16.350389,0.9720,-1.2590,2.3310,2.82
16.371458,2.7660,-2.0220,3.3870,4.82
16.371643,4.2410,-3.0680,4.3340,6.80
16.399925,5.6450,-5.3100,5.3750,9.43
16.422517,6.0190,-13.4770,13.6940,20.13
16.422648,6.1440,-15.7290,18.3030,24.90
16.431657,5.8120,-14.7060,20.2680,25.71
16.451094,2.9210,-9.0710,20.0720,22.22
16.451170,4.1560,-5.8100,23.8300,24.88
16.471495,4.4410,-0.8520,26.2850,26.67
16.471624,2.2910,3.7900,21.3380,21.79
16.497948,-0.1490,5.9200,12.3930,13.74
16.498069,-1.2200,6.2490,3.6050,7.32
16.515655,-1.5030,6.1950,-3.1390,7.11
16.515767,-1.4590,5.9750,-7.1260,9.41
16.533415,-1.5410,5.2930,-8.8860,10.46
16.533516,-2.1170,4.3170,-9.0140,10.22
16.556191,-2.3410,3.3210,-7.7090,8.71
16.556329,-2.4360,2.1570,-6.2940,7.09
16.578666,-2.7760,1.3860,-5.1580,6.02
16.578846,-2.7920,0.9830,-4.6640,5.52
16.603967,-2.7250,0.1020,-4.8580,5.57
16.615151,-2.0620,-1.6310,-6.2830,6.81
16.635784,-0.5590,-2.3540,-8.6840,9.01
16.636023,-0.1660,-2.1010,-9.7190,9.94
16.666185,0.0750,-1.3670,-10.1520,10.24
16.691093,-0.1520,0.4870,-9.9120,9.93
16.691226,-0.8030,1.5650,-9.7190,9.88
16.697267,-1.7110,2.6980,-9.8880,10.39
16.716884,-2.4740,5.3220,-9.4800,11.15
16.717050,-3.8060,5.3660,-8.7420,10.94
16.739701,-3.6440,6.2960,-7.5320,10.47
16.739922,-2.6860,6.5020,-6.5500,9.61
16.761678,-1.2630,6.0960,-5.8190,8.52
16.761831,-0.0850,5.6140,-5.0170,7.53
16.779656,0.5210,5.1480,-3.8720,6.46
16.779817,0.6250,4.4730,-3.0680,5.46
16.798793,0.5330,3.6630,-3.0060,4.77
16.798919,0.5390,3.0430,-3.3110,4.53
16.820676,0.4330,2.0340,-3.1540,3.78
16.820799,0.3560,1.0950,-2.3850,2.65
16.848106,0.3570,0.3470,-1.2360,1.33
16.873319,0.1290,-1.5010,0.9170,1.76
16.873532,0.3250,-2.3170,1.9210,3.03
16.880829,0.2100,-2.9950,2.8490,4.14
16.902032,-1.2280,-4.3600,3.9940,6.04
16.902310,-1.9710,-4.7960,4.6280,6.95
16.921702,-1.7220,-5.1320,5.3150,7.59
16.921865,0.1420,-5.1210,7.4810,9.07
16.947858,4.0290,-7.1040,11.2020,13.86
16.948006,9.1420,-9.5690,16.8750,21.45
16.971452,12.1100,-8.2390,22.6090,26.94
17.002728,-3.2320,2.5510,18.9670,19.41
17.033046,-3.1400,7.3750,7.9530,11.29
17.053573,-3.5830,6.2860,-0.3840,7.25
17.053774,-4.7910,4.8660,-2.2320,7.18
17.067994,-3.3480,5.0130,-4.2280,7.36
17.086062,-0.4940,2.3570,-9.1560,9.47
17.086227,-0.5060,1.2550,-10.4130,10.50
17.106927,-0.8610,0.6630,-10.6840,10.74
17.107015,0.7510,1.3270,-10.5770,10.69
17.124718,1.0330,1.4010,-9.6690,9.82
17.124788,0.7140,1.5060,-8.5140,8.68
17.145009,0.1900,1.5720,-7.1490,7.32
17.145156,-0.0890,1.3670,-5.6800,5.84
17.165770,-0.2300,1.0660,-4.4250,4.56
17.166018,-0.3580,0.8780,-3.5330,3.66
17.186474,-0.5720,0.8820,-2.9720,3.15
17.186575,-0.7580,0.9300,-2.6090,2.87
17.208781,-0.8550,0.9950,-2.3820,2.72
17.208954,-1.0540,1.0890,-2.1390,2.62
17.226846,-1.3140,1.3060,-2.0810,2.79
17.226943,-1.4900,1.4410,-2.1700,3.00
17.247694,-1.5790,1.5450,-2.2630,3.16
17.247827,-1.6270,1.6730,-2.2910,3.27
17.268373,-1.5640,1.7650,-2.2410,3.25
17.268541,-1.4390,1.7380,-2.2060,3.16
17.296569,-1.1830,1.5300,-2.2780,2.99
17.322427,-0.6920,0.9120,-2.3240,2.59
17.322533,-0.4890,0.6600,-1.9530,2.12
17.329844,-0.0880,0.0240,-1.1330,1.14
17.350455,0.9710,-1.1310,1.2720,1.96
17.350658,1.5040,-1.5210,2.7010,3.45
17.370213,1.9930,-1.7320,4.0860,4.86
17.370355,2.3430,-1.8590,5.2640,6.05
17.396645,2.4620,-2.0330,6.0010,6.80
17.417250,1.5430,-1.7240,5.3480,5.83
17.418409,0.7310,-1.2050,4.6210,4.83
17.436223,0.2340,-0.7860,3.7930,3.88
17.450946,0.2270,-0.2260,1.6340,1.67
17.451030,0.4290,0.1630,0.5080,0.68
17.471263,0.7510,0.5370,-0.4080,1.01
17.471635,0.9280,0.9460,-1.0700,1.70
17.498837,0.9550,1.3760,-1.5340,2.27
17.524682,0.6180,1.7750,-2.0040,2.75
17.524828,0.4350,1.7440,-2.0210,2.70
17.531803,0.1950,1.5500,-1.8350,2.41
17.553884,-0.1570,0.9380,-1.2660,1.58
17.554034,-0.1250,0.5970,-0.8080,1.01
17.581770,0.0020,0.3130,-0.2990,0.43
17.601046,0.1620,0.0150,0.3740,0.41
17.614863,0.4010,-0.0390,0.7960,0.89
17.615192,0.5200,0.0530,0.8170,0.97
17.635160,0.5250,0.1240,0.7070,0.89
17.635330,0.2230,0.2100,0.4930,0.58
17.659334,-0.1580,0.1590,0.2520,0.34
17.659444,-0.3890,0.0250,-0.0140,0.39
17.677674,-0.6310,0.0930,-0.2830,0.70
17.677788,-0.6600,0.2620,-0.5540,0.90
17.696132,-0.5520,0.2980,-0.8070,1.02
17.696263,-0.6010,0.3870,-0.9820,1.21
17.717082,-0.6570,0.3840,-1.1000,1.34
17.717279,-0.6730,0.2850,-1.0940,1.32
17.743419,-0.5990,0.1240,-0.8330,1.03
17.764708,-0.6660,-0.1120,-0.1390,0.69
17.764812,-0.8540,-0.1660,0.3190,0.93
17.778458,-0.7450,-0.3570,0.5830,1.01
17.798055,-0.5120,-0.3750,0.4750,0.79
17.798163,-0.4250,-0.2600,0.3420,0.60
17.818563,-0.3780,-0.1390,0.1830,0.44
17.818686,-0.2620,-0.0170,-0.0130,0.26
17.842950,-0.3630,0.3420,-0.1290,0.52
17.843065,-0.1350,0.5970,-0.2700,0.67
17.867567,2.5210,1.0140,-0.1320,2.72
17.880441,3.3970,3.1410,-0.3060,4.64
17.900790,2.1630,0.0200,-0.0360,2.16
17.901031,-1.0830,-0.6520,-0.3100,1.30
17.932354,-3.6800,-0.9410,0.0690,3.80
17.953130,-3.7910,-1.7020,0.5670,4.19
17.953234,-3.3050,-1.7450,0.1770,3.74
17.981873,-0.4250,-0.0270,-0.4840,0.64
17.982076,0.2220,0.6000,-0.7780,1.01
18.001763,0.6260,0.8520,-0.6680,1.25
18.001907,0.7110,0.8690,-0.5270,1.24
18.027877,0.6090,0.8100,-0.4000,1.09
18.054629,0.6180,0.5060,-0.2880,0.85
18.054811,0.5620,0.2800,-0.0300,0.63
18.066487,0.5830,0.1700,0.2190,0.65
18.083646,1.0750,-0.0440,0.2510,1.10
18.083967,1.1610,-0.1710,0.2100,1.19
18.110364,1.0470,-0.1790,0.1720,1.08
18.127632,0.5350,-0.0500,0.2820,0.61
18.144735,0.1940,-0.1970,0.5210,0.59
18.144879,-0.0320,-0.1600,0.5010,0.53
18.166842,-0.1940,-0.0760,0.4000,0.45
18.166921,-0.2570,-0.0800,0.3680,0.46
18.193553,-0.2280,-0.0850,0.3330,0.41
18.210178,0.2620,-0.0870,0.2640,0.38
18.228585,0.1480,0.0500,-0.1580,0.22
18.228738,-0.0930,0.1840,-0.2510,0.32
18.246977,-0.2890,0.2120,-0.2750,0.45
18.247082,-0.4760,0.1850,-0.4900,0.71
18.267921,-0.5030,0.1210,-0.7180,0.88
18.268024,0.0180,0.1460,-0.8690,0.88
18.292104,0.1520,0.1070,0.0810,0.20
18.292296,0.0560,-0.0150,0.3680,0.37
18.315881,0.1580,-0.0630,0.3300,0.37
18.328839,0.0430,0.0290,-0.0040,0.05
18.349721,-0.2110,-0.0340,-0.6830,0.72
18.349949,-0.1820,-0.1750,-0.7420,0.78
18.374883,-0.1470,-0.1780,-0.5900,0.63
18.375003,-0.2290,-0.1160,-0.3300,0.42
18.393364,-0.6330,0.0060,0.0320,0.63
18.393450,-0.9350,-0.0800,0.2920,0.98
18.410518,-2.0530,0.8700,1.3350,2.60
18.410630,-2.3700,0.7740,1.1750,2.76
18.431743,-1.6540,-0.3510,0.8210,1.88
18.431958,-0.9940,-0.5350,0.7540,1.36
18.462225,-0.8240,-0.4090,0.6130,1.11
18.485200,-0.2900,-0.5260,0.1700,0.62
18.485366,-0.5750,0.0070,0.0900,0.58
18.511126,-2.1680,1.5110,1.0810,2.86
18.511258,-1.7880,1.1660,0.6790,2.24
18.531521,-1.1730,0.1550,-0.1840,1.20
18.531665,-0.6510,-0.4440,-0.9130,1.21
18.559687,-0.5460,-0.2290,-0.9030,1.08
18.580040,-1.6850,0.5520,-1.4540,2.29
18.580155,-1.7340,0.7750,-2.0370,2.79
18.595800,-1.3200,1.4320,-2.6180,3.26
18.614093,-1.6380,1.8550,-3.1800,4.03
18.614206,-1.9080,2.1490,-3.2450,4.33
18.634154,-2.0010,2.3140,-3.3100,4.51
18.634254,-1.8080,2.0930,-3.1170,4.17
18.659599,-1.2330,1.7850,-2.9610,3.67
18.659762,0.0870,1.9430,-3.5970,4.09
18.685166,1.5060,1.8650,-4.0250,4.68
18.696034,1.7170,0.9570,-3.0710,3.65
18.717244,0.7900,-0.5200,-0.7510,1.21
18.717400,0.6830,-0.9210,0.1090,1.15
18.745701,1.5230,-1.4500,0.7900,2.25
18.765217,1.3960,-0.9290,1.7250,2.41
18.777297,2.5410,-0.5570,1.2400,2.88
18.777413,3.5230,-0.5590,0.6870,3.63
18.797283,3.8430,-0.3680,0.2180,3.87
18.797492,3.7980,0.0220,0.0250,3.80
18.817571,3.9310,0.5060,0.3670,3.98
18.817693,3.8380,1.1400,1.4390,4.25
18.839417,3.6110,1.7900,2.7670,4.89
18.839580,3.0800,1.4140,3.8710,5.14
18.859599,2.8120,0.3420,3.6140,4.59
18.859883,1.8060,-1.0300,3.1190,3.75
18.880297,1.7280,-2.3580,1.6290,3.35
18.880359,1.5410,-2.9420,-0.2510,3.33
18.904121,1.3130,-3.2270,-1.7750,3.91
18.904238,1.3360,-3.3130,-3.2610,4.84
18.921020,0.9940,-3.5890,-4.7330,6.02
18.921117,0.0920,-3.5780,-6.0440,7.02
18.940714,-1.1990,-2.9940,-6.8980,7.61
18.940855,-1.8040,-2.2610,-8.5810,9.06
18.961456,-2.3170,-0.9780,-9.8320,10.15
18.961566,-2.9240,-0.2320,-9.7370,10.17
18.981877,-3.3480,-0.1450,-8.1550,8.82
18.982021,-3.3300,0.2890,-6.0260,6.89
19.005974,-3.5180,0.7500,-4.7150,5.93
19.025404,-5.3590,1.2060,-4.7860,7.29
19.041053,-6.0270,0.1270,-3.8910,7.18
19.041167,-5.2290,-0.1220,-2.4580,5.78
19.061748,-4.1350,-0.5940,-1.4510,4.42
19.061873,-3.4380,-0.7410,-0.6740,3.58
19.083378,-2.5880,-1.0520,0.6420,2.87
19.083483,-1.8400,-1.9450,2.9460,3.98
19.108234,-0.6580,-2.4470,5.4940,6.05
19.123931,2.4610,-2.1480,4.2390,5.35
19.144425,5.7940,0.0160,5.9880,8.33
19.144645,6.3240,0.4630,7.8820,10.12
19.164368,6.3430,1.0810,9.4260,11.41
19.164541,6.9700,2.1120,10.7110,12.95
19.192082,6.2060,2.8100,11.1410,13.06
19.214061,2.3650,3.2860,12.0630,12.72
19.214181,0.0360,2.7880,9.2210,9.63
19.226282,-1.8170,3.0520,5.3960,6.46
19.246657,-2.4080,2.8830,-3.1870,4.93
19.246854,-0.4280,1.6700,-5.9470,6.19
19.273484,-0.4710,2.9010,-7.8530,8.38
19.295142,-2.7280,2.4920,-8.4760,9.25
19.295271,-2.9520,1.3200,-6.5570,7.31
19.309629,-2.6760,1.8770,-3.5880,4.85
19.328144,-4.1070,3.7960,0.1740,5.60
19.328270,-4.2450,3.7950,2.4670,6.21
19.348420,-4.4760,2.6910,5.2450,7.40
19.348525,-5.8220,1.6030,7.5190,9.64
19.375757,-5.7860,-0.2640,8.6720,10.43
19.397887,-3.2950,-0.5530,7.5040,8.21
19.397985,-1.6110,-0.6690,6.0970,6.34
19.410044,-0.7310,-0.9770,5.3970,5.53
19.430820,1.5330,-3.4640,4.0450,5.54
19.430934,2.6720,-4.4740,2.7590,5.90
19.459482,3.2180,-4.2920,0.8030,5.42
19.482526,3.7800,-4.1230,-3.0870,6.39
19.482621,3.8290,-4.4170,-4.2570,7.23
19.491491,3.4610,-4.4780,-4.9760,7.54
19.511440,2.1920,-4.3880,-5.2010,7.15
19.511832,1.5050,-4.5240,-5.0720,6.96
19.531553,0.9220,-4.8030,-4.8050,6.86
19.531679,0.1190,-5.2040,-4.7770,7.07
19.560290,-0.4610,-5.6570,-5.5760,7.96
19.585442,-0.8310,-6.5590,-5.4790,8.59
19.585558,-0.7390,-6.5990,-5.8810,8.87
19.594001,-0.3750,-6.4000,-6.2470,8.95
19.613775,0.6020,-7.2470,-7.2630,10.28
19.613959,1.1270,-8.8800,-7.8160,11.88
19.641897,1.3060,-10.5860,-8.2180,13.46
19.661782,1.6820,-11.4730,-10.8570,15.89
19.661891,1.2460,-8.5580,-12.4630,15.17
19.675281,0.6730,-5.3750,-12.6940,13.80
19.695250,-0.8940,-3.4140,-5.8050,6.79
19.695406,-2.0190,-4.7920,1.3490,5.37
19.715497,-2.7130,-6.6650,7.4020,10.32
19.715628,-3.1430,-7.2360,11.0600,13.59
19.738401,-3.6540,-7.0490,13.2080,15.41
19.738496,-4.6570,-6.6830,15.0670,17.13
19.757761,-6.6020,-5.5550,16.7830,18.87
19.757859,-8.0420,-4.0780,17.8180,19.97
19.776994,-8.7950,-2.4250,18.2270,20.38
19.777091,-8.7200,-0.9960,19.2250,21.13
19.799116,-7.8300,2.7580,18.9830,20.72
19.799222,-5.5320,10.0020,16.1690,19.80
19.823198,-2.7970,13.9580,13.2260,19.43
19.846418,0.9610,13.4180,9.5600,16.50
19.846488,2.2990,13.2800,7.9330,15.64
19.858773,2.6440,13.2840,6.3120,14.94
19.879761,1.1610,11.7100,4.2080,12.50
19.879911,0.3640,10.2240,4.1570,11.04
19.905397,0.0520,8.5070,4.5040,9.63
19.930317,0.9930,5.0630,4.3010,6.72
19.930413,1.9130,3.9950,3.1560,5.44
19.940101,2.6130,3.0250,1.6620,4.33
19.960844,2.9020,0.1890,-1.5380,3.29
19.961153,2.4180,-1.7560,-3.3640,4.50
19.981222,1.7730,-3.7450,-5.3370,6.76
19.981377,0.9410,-5.4940,-6.8110,8.80
20.003832,-0.3510,-6.7340,-7.4890,10.08
20.003928,-1.8710,-7.3870,-7.4460,10.65
20.024702,-2.8680,-7.7250,-7.1680,10.92
20.024819,-2.9650,-7.7850,-6.9920,10.88
20.041023,-2.1880,-7.5690,-7.0710,10.59
20.041134,-0.8790,-6.8590,-6.9550,9.81
20.061099,0.4460,-6.8090,-6.5260,9.44
20.061200,0.9810,-7.4990,-5.7180,9.48
20.088876,1.5560,-7.4680,-5.3480,9.32
20.103918,1.5200,-5.0280,-6.3890,8.27
20.121974,1.6330,-3.0640,-6.2580,7.16
20.122342,1.5840,-2.6560,-5.5370,6.34
20.144348,1.7310,-3.1900,-4.5370,5.81
20.144642,1.8800,-4.0780,-3.6730,5.80
20.164016,1.6400,-5.0630,-3.0980,6.16
20.164155,2.1890,-5.3110,-3.2150,6.58
20.197165,2.8550,-4.0680,-3.7250,6.21
20.225363,4.0720,0.7650,-4.3990,6.04
20.225477,3.9950,-0.2950,-4.2150,5.81
20.246041,4.6650,-2.5480,-4.2180,6.79
20.246198,5.8900,-4.2050,-4.7980,8.68
