# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-25 00:54:53.505
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.826447,14.4160,-8.8580,-11.5840,20.51
6.849238,13.0370,-4.2400,-11.8000,18.09
6.849385,8.7030,-0.1850,-11.9350,14.77
6.868921,3.2580,1.1550,-12.3430,12.82
6.869090,-1.8790,2.6400,-12.4850,12.90
6.889397,-4.4030,4.6960,-12.2960,13.88
6.889586,-4.8690,6.0780,-11.9690,14.28
6.910222,-3.5730,6.6940,-11.5940,13.86
6.933437,-1.7450,7.7750,-8.2760,11.49
6.933646,-1.9210,8.0320,-5.8370,10.11
6.952737,-2.2570,8.4920,-4.0660,9.68
6.952888,-1.7980,8.5060,-3.5560,9.39
6.970583,-0.7040,8.1420,-3.9420,9.07
6.970808,0.3570,7.9380,-4.4940,9.13
6.992383,1.0080,7.0460,-4.4800,8.41
6.992618,1.3040,5.1100,-3.7740,6.49
7.018557,1.2190,3.6640,-1.9770,4.34
7.018704,1.0080,2.4550,0.5300,2.71
7.038307,0.6890,0.7780,3.2510,3.41
7.038468,0.3620,-1.2080,5.8210,5.96
7.051884,-0.2540,-2.4410,7.7730,8.15
7.051994,-1.2720,-3.2150,8.6890,9.35
7.071925,-2.3600,-4.1100,8.5620,9.79
7.072007,-3.2190,-4.7780,7.5580,9.50
7.093172,-4.0560,-5.2440,6.3950,9.21
7.093277,-4.4420,-5.9780,5.1280,9.04
7.121205,-4.2600,-7.0370,4.2230,9.25
7.141276,-3.7610,-6.8680,4.7920,9.18
7.141394,-3.8040,-6.0920,5.3080,8.93
7.154866,-3.7610,-5.7450,5.3730,8.72
7.174923,-3.9700,-4.7410,4.8680,7.87
7.175142,-3.8900,-4.3100,4.2700,7.21
7.201373,-3.6540,-3.6630,3.9020,6.48
7.221827,-2.9200,-1.3160,3.0560,4.43
7.221984,-2.8610,-0.2790,2.3580,3.72
7.236249,-2.8020,0.2510,1.6850,3.28
7.255975,-2.2820,0.8910,1.0210,2.65
7.256069,-2.3770,0.9750,1.1010,2.80
7.280553,-2.1640,0.2670,1.2480,2.51
7.280660,-2.0970,-0.8410,1.6190,2.78
7.298561,-2.3290,-1.9240,2.3770,3.84
7.298688,-2.2670,-2.0270,3.7230,4.81
7.316208,-1.7460,-1.6100,5.9490,6.41
7.316298,-1.0940,-0.6750,8.9750,9.07
7.336030,-0.4690,1.3670,11.4990,11.59
7.336117,-0.0320,3.2540,12.8620,13.27
7.356169,0.3060,4.2620,12.9840,13.67
7.356261,0.2070,4.3940,11.6690,12.47
7.377929,-0.1840,3.8940,8.7600,9.59
7.378010,-0.7260,2.6590,4.7170,5.46
7.398376,-0.8930,0.9820,1.0690,1.70
7.398576,-0.4170,-0.3860,-1.0900,1.23
7.418795,0.2050,-1.8180,-2.3720,3.00
7.418894,0.9500,-3.6950,-3.1590,4.95
7.439165,2.1040,-5.5800,-4.1710,7.28
7.439264,4.0390,-8.1570,-5.7310,10.76
7.459792,6.1470,-10.9620,-7.4310,14.60
7.459865,8.0340,-13.0460,-8.9000,17.72
7.483504,9.5620,-14.6340,-10.0530,20.17
7.502456,11.1070,-13.1200,-11.0710,20.45
7.521515,8.3580,-4.5800,-10.4410,14.14
7.521740,5.3050,-0.3330,-11.6530,12.81
7.541044,2.6750,3.1540,-12.5570,13.22
7.541123,1.0370,6.0630,-12.7850,14.19
7.561777,1.0420,7.8440,-12.1340,14.49
7.561884,2.4750,9.4030,-11.7010,15.21
7.582488,3.5160,10.8970,-12.3560,16.85
7.582566,5.1500,12.5810,-13.4840,19.15
7.602088,7.1800,14.1710,-14.0090,21.18
7.602181,8.0390,15.6290,-13.7810,22.33
7.622591,8.2160,16.0570,-12.4860,21.94
7.622694,8.8390,14.9450,-11.2690,20.70
7.644394,7.6760,13.2600,-8.6320,17.59
7.664260,4.3650,6.1150,0.8580,7.56
7.664371,3.3580,1.9730,6.4750,7.56
7.685024,2.7800,-1.5490,12.3410,12.74
7.685202,3.3690,-4.9620,16.6310,17.68
7.712277,5.5320,-8.6220,18.8670,21.47
7.712429,6.8040,-10.7650,19.4800,23.27
7.733399,5.4610,-11.1310,18.5890,22.34
7.733574,3.1430,-12.1110,16.0910,20.38
7.754211,0.0850,-13.0060,13.1070,18.47
7.754364,-3.1760,-13.4350,10.4070,17.29
7.766441,-7.0010,-13.0350,8.3180,16.97
7.766614,-10.8340,-11.6520,6.7610,17.29
7.786287,-13.7320,-9.2960,5.3460,17.42
7.786447,-15.3010,-5.7840,4.3510,16.93
7.806246,-15.8720,-2.6390,3.9500,16.57
7.806402,-16.1950,0.2150,4.0910,16.71
7.830861,-15.7560,3.1330,4.5980,16.71
7.830996,-14.9490,5.2400,4.8700,16.57
7.851014,-13.7060,6.6530,4.4420,15.87
7.851168,-12.8690,7.0500,3.6300,15.12
7.866521,-12.7660,6.8180,3.7220,14.94
7.866683,-12.4540,6.3100,5.2570,14.92
7.889565,-12.1100,5.8490,7.4560,15.38
7.889750,-11.4310,5.8550,8.9790,15.67
7.915325,-10.1040,5.7930,9.4610,15.01
7.931814,-5.4480,3.9440,7.6110,10.16
7.949640,-2.7050,2.4910,3.1560,4.85
7.949784,-1.9840,1.2900,0.8410,2.51
7.970093,-2.0640,-0.1630,-1.2740,2.43
7.970280,-2.2680,-1.6680,-2.8410,4.00
7.997456,-1.6590,-3.3900,-4.5140,5.88
8.017248,4.0930,-8.1070,-8.5850,12.50
8.036193,9.4630,-11.9530,-6.7980,16.69
8.036373,10.8080,-13.0910,-3.0000,17.24
8.051292,13.2450,-15.1100,0.1750,20.09
8.051617,17.1310,-17.9600,1.2990,24.85
8.071315,22.0890,-20.2910,0.0050,29.99
8.071399,27.7540,-17.8260,-3.0290,33.12
8.095950,29.6480,-6.9500,-3.0320,30.60
8.096020,25.4170,4.7120,1.6970,25.91
8.112651,15.8360,10.6000,6.0660,20.00
8.112838,5.8900,12.1730,6.6760,15.08
8.133241,-0.8510,12.0440,3.5520,12.59
8.133429,-3.4750,10.9700,-3.4980,12.03
8.154197,-3.3860,8.6610,-11.2510,14.60
8.154422,-3.6160,6.1900,-17.0680,18.51
8.174224,-6.0940,5.6930,-19.7650,21.45
8.174326,-10.1020,7.1730,-19.8090,23.36
8.196729,-13.7340,10.1490,-17.6020,24.52
8.196909,-14.9270,12.5710,-14.4640,24.29
8.217949,-13.6060,11.9660,-12.3240,21.91
8.235871,-13.9020,8.7770,-11.4900,20.06
8.256166,-16.9640,8.8570,-12.7240,22.98
8.256331,-16.1690,9.3920,-13.9600,23.34
8.281152,-12.6610,8.8810,-14.3920,21.13
8.298144,-4.3570,7.1940,-14.2930,16.58
8.316395,-0.4000,3.6400,-10.4060,11.03
8.316481,0.4950,0.8580,-5.4760,5.56
8.336545,2.1180,-2.6050,-0.4980,3.39
8.336706,4.6250,-6.4320,3.4490,8.64
8.356361,7.3450,-9.2770,7.9990,14.28
8.356499,9.5300,-9.3730,13.4920,18.99
8.382575,10.3790,-8.4720,16.3410,21.13
8.398525,9.7030,-7.5200,15.3130,19.63
8.419128,14.2120,-17.9050,18.0090,29.10
8.419267,15.9360,-18.7470,22.9860,33.67
8.439377,17.2750,-17.2460,29.3530,38.18
8.439528,15.1200,-13.7830,36.9020,42.19
8.464187,9.7570,-8.0100,42.0040,43.86
8.483718,-0.2850,6.0280,40.5130,40.96
8.500169,-5.9900,4.5020,6.5870,9.98
8.500282,-9.4100,3.2200,-9.1490,13.51
8.521089,-9.6650,2.2260,-19.3960,21.78
8.521282,-8.2130,3.1790,-25.5860,27.06
8.547097,-6.5300,4.4410,-27.7180,28.82
8.566841,-4.9390,7.5760,-23.8000,25.46
8.582062,-11.0000,10.2330,-21.4670,26.20
8.582209,-14.7880,11.4220,-23.1690,29.76
8.604027,-16.9900,12.0850,-24.7390,32.35
8.604127,-17.5400,11.5810,-25.2400,32.85
8.630168,-16.9550,11.5480,-25.1300,32.44
8.647817,-10.9150,12.1930,-18.8900,24.99
8.665086,-3.9040,10.4630,-7.9810,13.73
8.665243,-0.3400,8.0240,-4.0310,8.99
8.684315,2.8220,5.9130,-0.4720,6.57
8.684454,5.5730,3.4320,2.2400,6.92
8.704824,8.7660,0.8930,3.9870,9.67
8.704953,12.5430,-0.8460,4.6590,13.41
8.729194,15.8840,-1.7800,4.2420,16.54
8.729375,19.2420,-3.2240,3.9910,19.91
8.750046,21.9220,-5.1520,4.6160,22.99
8.750212,22.8370,-7.4140,6.3150,24.83
8.765956,20.9550,-8.0440,8.6300,24.05
8.766104,16.4380,-7.6630,11.2170,21.32
8.786671,10.5030,-7.7100,12.8160,18.28
8.786952,4.4800,-7.8380,13.4110,16.17
8.812395,-0.7670,-7.5520,13.2380,15.26
8.829773,-8.0150,-5.8890,12.0730,15.64
8.845883,-11.2550,-3.9910,9.3740,15.18
8.845967,-11.4960,-3.4010,8.0150,14.42
8.866421,-10.9110,-3.5460,7.3180,13.61
8.866605,-9.7800,-3.6610,7.8790,13.08
8.887403,-8.4280,-3.7540,9.2120,13.04
8.887543,-7.5560,-3.4970,11.0780,13.86
8.913709,-7.3530,-1.5240,13.9130,15.81
8.935300,-5.2940,1.0060,16.9390,17.78
8.935431,-3.5150,1.0690,17.1000,17.49
8.948932,-2.2310,1.2770,17.1320,17.32
8.969831,-2.1190,1.2610,15.4270,15.62
8.969960,-2.8150,-2.0850,7.7830,8.54
8.996759,-2.9300,-6.2770,-3.0320,7.56
9.015082,0.8010,-13.4270,-20.8730,24.83
9.031629,10.2410,-11.0250,-29.2610,32.90
9.031770,17.2300,-7.6950,-28.0930,33.84
9.050665,23.5510,-2.3500,-21.1660,31.75
9.051101,26.2780,2.7850,-8.2490,27.68
9.070696,26.1190,5.9420,5.8140,27.41
9.070795,24.7200,8.5650,14.8260,30.07
9.092126,20.9870,11.9600,17.6550,29.92
9.092209,14.5690,14.2590,15.6450,25.70
9.111934,6.9780,14.4140,11.6690,19.81
9.112054,0.1960,13.2000,5.9520,14.48
9.132073,-5.3410,11.4390,0.1440,12.63
9.132145,-9.8870,9.5510,-3.9370,14.30
9.153583,-12.8630,8.6770,-6.0150,16.64
9.153732,-14.3010,8.5030,-6.5820,17.89
9.175446,-14.1740,8.4720,-6.3440,17.69
9.175542,-12.6000,8.2560,-5.5940,16.07
9.194146,-10.2750,7.4270,-4.7780,13.55
9.194443,-7.6130,6.3280,-4.3600,10.82
9.214634,-5.4520,5.1430,-3.7490,8.38
9.214711,-4.5000,3.9500,-2.5310,6.50
9.234690,-4.1340,2.9970,-0.7820,5.17
9.234807,-3.9100,1.9680,0.9140,4.47
9.255183,-3.9770,0.9170,2.0430,4.56
9.255267,-4.3310,0.6800,2.2150,4.91
9.278828,-4.7900,0.5980,1.7180,5.12
9.297512,-4.7390,0.4270,0.3900,4.77
9.316658,-3.9460,0.3130,0.2630,3.97
9.316807,-2.9050,0.2400,0.6450,2.99
9.336708,-2.2570,0.3360,0.7020,2.39
9.336862,-1.1640,-0.0250,0.6880,1.35
9.362182,-0.3970,-0.4010,1.0730,1.21
9.383341,-1.1210,-0.2490,1.0750,1.57
9.383448,-1.4890,0.0550,0.6210,1.61
9.396963,-1.4130,0.2560,0.0100,1.44
9.419137,-0.3330,0.2300,-0.6560,0.77
9.419267,-0.2070,0.1740,-0.4560,0.53
9.445363,-0.3610,0.5490,-0.2070,0.69
9.462112,0.0940,0.6560,-0.3560,0.75
9.479567,-0.3850,0.2900,0.1930,0.52
9.479715,-0.5400,0.4850,0.6030,0.94
9.499757,-0.5180,0.5280,0.7940,1.09
9.499894,-0.3390,0.5030,0.8270,1.03
9.526092,-0.2960,0.4630,0.6610,0.86
9.542409,-0.0780,0.2980,0.7350,0.80
9.561143,-0.0510,0.2800,0.9180,0.96
9.561295,-0.0460,0.1650,0.7150,0.74
9.581431,-0.1410,0.1700,0.6030,0.64
9.581718,-0.1450,0.0170,0.4550,0.48
9.603357,-0.1870,-0.0810,0.3430,0.40
9.603492,-0.3290,-0.1090,0.3490,0.49
9.628769,-0.4360,-0.0980,0.3650,0.58
9.649501,-0.5890,-0.2070,0.0520,0.63
9.649636,-0.4790,-0.1980,-0.1880,0.55
9.662660,-0.5230,-0.1850,-0.4180,0.69
9.684235,-0.6230,-0.1440,-0.7060,0.95
9.684395,-0.5980,-0.0580,-0.6740,0.90
9.708590,-0.5130,0.0100,-0.7060,0.87
9.708720,-0.3810,0.0450,-0.7720,0.86
9.726870,-0.4050,0.1410,-0.9240,1.02
9.727010,-0.5460,0.2370,-1.0450,1.20
9.745313,-0.3980,0.2300,-1.0700,1.16
9.745422,-0.0680,0.1300,-0.9130,0.92
9.765423,0.1540,0.1020,-0.6190,0.65
9.765566,0.2530,0.0200,-0.2600,0.36
9.785602,0.1580,0.0680,0.1490,0.23
9.785706,0.0310,0.1150,0.3510,0.37
9.808698,0.0170,0.1880,0.4400,0.48
9.808851,0.0800,0.2040,0.3960,0.45
9.827343,0.2180,0.1670,0.3470,0.44
9.827522,0.2580,0.1770,0.2870,0.42
9.846307,0.2720,0.1500,0.3350,0.46
9.846477,0.2710,0.0720,0.4560,0.54
9.866494,0.2780,-0.0220,0.5600,0.63
9.866648,0.2340,0.0370,0.5320,0.58
9.892528,0.1890,0.0010,0.5020,0.54
9.910164,0.2210,-0.1250,0.3530,0.43
9.929117,0.1680,-0.1670,0.4290,0.49
9.929252,0.0810,-0.1970,0.4680,0.51
9.948923,-0.0520,-0.2220,0.4320,0.49
9.949086,-0.1750,-0.2370,0.2970,0.42
9.968862,-0.1750,-0.2090,0.1290,0.30
9.968995,-0.1240,-0.1840,-0.0590,0.23
9.991931,-0.0260,-0.1910,-0.2440,0.31
9.992079,0.4930,-0.8160,-0.1990,0.97
10.011619,0.1130,-0.0510,-0.0210,0.13
10.011823,-0.1980,0.3760,-0.2180,0.48
10.029741,-0.3770,0.4080,-0.3090,0.64
10.029857,-0.3070,0.3430,-0.4980,0.68
10.051481,-0.2280,0.2340,-0.5420,0.63
10.051585,-0.1380,0.1470,-0.5580,0.59
10.073071,-0.1280,0.0740,-0.4820,0.50
10.091565,-0.0920,0.1030,-0.2160,0.26
10.111500,-0.0110,0.0850,-0.0380,0.09
10.111809,0.0480,0.0470,0.0460,0.08
10.131876,0.0400,0.0120,0.1110,0.12
10.131965,0.0300,-0.0260,0.2040,0.21
10.151919,-0.0210,-0.0840,0.2490,0.26
10.152020,-0.0320,-0.1220,0.2850,0.31
10.177952,0.0370,-0.1040,0.3430,0.36
10.195496,0.0480,-0.1050,0.1970,0.23
10.213707,-0.0300,-0.0260,0.0150,0.04
10.213803,-0.0220,-0.0030,-0.0580,0.06
10.235049,-0.0270,-0.0120,-0.0540,0.06
10.235139,-0.0120,-0.0440,-0.0310,0.06
10.260240,0.0260,-0.0660,-0.0120,0.07
10.280981,0.0040,-0.0650,-0.0700,0.10
10.281101,-0.0500,-0.0160,-0.1020,0.11
10.295563,-0.0510,-0.0300,-0.1200,0.13
10.316511,-0.0340,-0.0160,-0.0910,0.10
10.316611,-0.0420,0.0280,-0.0740,0.09
10.344233,-0.0450,-0.0050,-0.1030,0.11
10.365262,0.0440,-0.0340,-0.0230,0.06
10.365366,0.0730,-0.0480,0.0240,0.09
10.378630,0.0470,-0.0570,0.0750,0.11
10.396208,0.0010,-0.0980,0.2230,0.24
10.396303,0.0120,-0.0960,0.2470,0.27
10.416742,-0.0430,-0.0880,0.2510,0.27
10.416891,-0.1000,-0.0740,0.2200,0.25
10.441668,-0.0660,-0.0460,0.1880,0.20
10.441781,-0.0820,-0.0690,0.1230,0.16
10.460540,-0.0670,-0.0670,0.0450,0.10
10.460729,-0.0800,-0.0490,0.0300,0.10
10.479185,-0.0850,-0.0320,0.0200,0.09
10.479365,-0.0390,-0.0710,0.0140,0.08
10.499505,-0.0180,-0.0510,0.0230,0.06
10.499770,-0.0930,-0.0120,-0.0020,0.09
10.525615,-0.0680,-0.0270,-0.0550,0.09
10.546773,0.0120,0.0480,-0.1860,0.19
10.546913,0.0260,0.0780,-0.2050,0.22
10.560703,0.0350,0.0280,-0.1810,0.19
10.580911,0.0150,0.0310,-0.1160,0.12
10.581069,-0.0260,0.0170,-0.0910,0.10
10.601085,-0.0300,0.0040,-0.0780,0.08
10.601208,0.0060,-0.0150,-0.0490,0.05
10.623304,0.1080,-0.0200,0.0400,0.12
10.623380,0.1630,-0.0060,0.0680,0.18
10.642137,0.1050,-0.0090,0.0620,0.12
10.642280,0.0230,0.0130,0.0500,0.06
10.662871,-0.0080,-0.0130,0.0400,0.04
10.663033,-0.0100,-0.0390,0.0950,0.10
10.683828,0.0050,-0.0640,0.1010,0.12
10.683989,-0.0070,-0.0260,0.0790,0.08
10.709602,-0.0190,-0.0110,0.0230,0.03
10.730774,0.0860,-0.0050,-0.0410,0.10
10.730893,0.0610,0.0130,-0.0650,0.09
10.744481,0.0410,0.0430,-0.0710,0.09
10.765292,-0.0500,0.0490,-0.0510,0.09
10.765382,-0.0730,0.0200,-0.0060,0.08
10.792134,-0.0910,0.0000,0.0360,0.10
10.815528,-0.0290,-0.0410,0.1050,0.12
10.815681,0.0500,-0.0770,0.1350,0.16
10.826784,0.0190,-0.0690,0.1370,0.15
10.846834,-0.0800,-0.0970,0.1360,0.19
10.847005,-0.1130,-0.1100,0.1070,0.19
10.866682,-0.0700,-0.1200,0.1140,0.18
10.866939,-0.0480,-0.1060,0.0700,0.14
10.890942,-0.0360,-0.0730,0.0080,0.08
10.891134,-0.0350,-0.0050,-0.0440,0.06
10.912396,-0.0050,0.0410,-0.0910,0.10
10.926411,0.0250,0.0660,-0.0940,0.12
10.946207,-0.0090,0.0440,-0.1070,0.12
10.946371,-0.0050,0.0520,-0.1370,0.15
10.968772,0.0540,0.0180,-0.1140,0.13
10.968880,0.1320,0.0450,-0.0950,0.17
10.989504,0.1700,0.0510,-0.0450,0.18
10.989686,0.0790,0.0660,-0.0360,0.11
11.011763,0.0360,0.0370,0.0000,0.05
11.011872,0.0230,0.0220,0.0410,0.05
11.029696,0.0370,0.0180,0.1000,0.11
11.029881,0.0430,0.0180,0.1010,0.11
11.050590,0.0310,0.0140,0.0980,0.10
11.050679,-0.0090,0.0070,0.0800,0.08
11.073382,-0.0300,-0.0070,0.0580,0.07
11.090349,-0.0830,0.0230,-0.0520,0.10
11.111696,-0.0970,0.0270,-0.1760,0.20
11.111769,-0.1100,0.0290,-0.1810,0.21
11.131639,-0.1280,0.0250,-0.1730,0.22
11.132095,-0.1200,-0.0130,-0.1310,0.18
11.151567,-0.0840,-0.0550,-0.0260,0.10
11.151750,0.0200,-0.0860,0.1110,0.14
11.172376,0.0350,-0.0760,0.1590,0.18
11.172505,0.0000,-0.0190,0.1730,0.17
11.192640,-0.0440,0.0000,0.1230,0.13
11.192814,-0.0660,-0.0190,0.0770,0.10
11.213429,-0.0560,-0.0030,0.0560,0.08
11.238978,-0.0370,-0.0040,-0.0270,0.05
11.239110,0.0140,-0.0070,-0.0170,0.02
11.260145,0.0800,0.0130,-0.0120,0.08
11.260257,0.0980,-0.0180,0.0180,0.10
11.275043,0.0670,-0.0280,0.0820,0.11
11.275186,0.0060,-0.0070,0.1070,0.11
11.294852,-0.0410,0.0300,0.0990,0.11
11.294982,-0.0110,0.0240,0.0510,0.06
11.315549,-0.0510,0.0190,-0.0200,0.06
11.316752,0.0100,0.0250,-0.0710,0.08
11.340681,0.0650,0.0470,-0.0860,0.12
11.340846,0.0600,-0.0080,-0.0970,0.11
11.362832,0.0650,0.0040,-0.1180,0.13
11.362953,0.0190,0.0490,-0.0810,0.10
11.379247,0.0080,0.0780,-0.0490,0.09
11.379354,0.0020,0.0600,-0.0030,0.06
11.396315,-0.0260,0.0400,0.0040,0.05
11.396444,-0.0020,0.0210,0.0360,0.04
11.415849,0.0210,-0.0040,0.0730,0.08
11.415964,0.0530,0.0100,0.0720,0.09
11.440408,0.0040,0.0130,0.0150,0.02
11.440516,0.0050,0.0300,-0.0620,0.07
11.458687,-0.0030,0.0120,-0.0630,0.06
11.458913,0.0280,-0.0390,-0.0290,0.06
11.477943,-0.0100,-0.0500,0.0080,0.05
11.478080,-0.0130,-0.0290,0.0470,0.06
11.497849,-0.0180,-0.0500,0.0620,0.08
11.497953,-0.0850,-0.0660,0.0610,0.12
11.519616,-0.1180,-0.0240,0.0260,0.12
11.519705,-0.1100,-0.0370,0.0050,0.12
11.539327,-0.0880,-0.0020,0.0040,0.09
11.539463,-0.0490,0.0160,0.0110,0.05
11.559905,-0.0870,0.0440,-0.0230,0.10
11.560019,-0.1270,0.0460,-0.0760,0.15
11.579777,-0.1760,0.0200,-0.1050,0.21
11.579863,-0.0930,0.0060,-0.1050,0.14
11.599997,0.0030,0.0120,-0.0700,0.07
11.600074,0.0940,0.0160,-0.0310,0.10
11.624526,0.0390,0.0280,-0.0590,0.08
11.641104,-0.0570,0.0200,0.0160,0.06
11.661485,0.1050,-0.0250,0.0710,0.13
11.661802,0.1580,-0.0200,0.0740,0.18
11.681764,0.1400,-0.0260,0.0610,0.15
11.681861,0.0330,-0.0010,0.0450,0.06
11.702715,0.0110,-0.0220,0.0870,0.09
11.703094,-0.0320,0.0030,0.0930,0.10
11.722473,-0.0620,-0.0050,0.0760,0.10
11.722869,-0.0760,0.0050,0.0090,0.08
11.742684,-0.0940,0.0020,-0.0320,0.10
11.742922,-0.0100,-0.0260,-0.0430,0.05
11.764619,0.1060,-0.0250,0.0170,0.11
11.785214,0.0810,0.0110,0.0080,0.08
11.785303,-0.0380,0.0220,-0.0020,0.04
11.804330,-0.1090,0.0060,-0.0300,0.11
11.804518,-0.1230,0.0060,-0.0380,0.13
11.825124,-0.1180,0.0380,-0.0340,0.13
11.825204,-0.0650,0.0150,-0.0560,0.09
11.845313,-0.0250,-0.0280,-0.0460,0.06
11.845395,0.0060,-0.0200,0.0250,0.03
11.865763,0.0270,-0.0200,0.0260,0.04
11.865845,-0.0270,0.0180,0.0110,0.03
11.886039,-0.0460,0.0280,-0.0670,0.09
11.886119,-0.0660,0.0140,-0.1110,0.13
11.905389,-0.0280,0.0130,-0.1000,0.10
11.905492,0.0400,-0.0060,-0.0760,0.09
11.925714,0.0460,-0.0120,-0.0210,0.05
11.925842,-0.0070,0.0220,0.0110,0.03
11.945839,-0.0150,0.0120,0.0650,0.07
11.946053,0.0450,-0.0030,0.0800,0.09
11.965913,0.1030,0.0330,0.1020,0.15
11.966018,0.1260,-0.0090,0.1030,0.16
11.989637,0.0590,-0.0010,0.0500,0.08
11.989787,0.0010,0.0320,0.0380,0.05
12.010433,-0.0500,0.0140,0.0050,0.05
12.010547,-0.0360,-0.0050,-0.0160,0.04
12.028629,-0.0670,-0.0040,-0.0090,0.07
12.028773,-0.0630,0.0020,-0.0190,0.07
12.056210,-0.0870,-0.0090,-0.0420,0.10
12.070868,0.0840,0.0200,-0.0230,0.09
12.089425,0.0310,-0.0080,0.0170,0.04
12.089511,-0.0470,-0.0390,0.0610,0.09
12.109711,-0.0740,0.0120,0.0380,0.08
12.109806,-0.0530,0.0110,0.0340,0.06
12.131041,-0.0220,-0.0090,0.0350,0.04
12.131163,0.0340,-0.0260,0.0120,0.04
12.150711,0.0770,-0.0270,-0.0010,0.08
12.150822,0.1070,-0.0060,-0.0100,0.11
12.171649,0.0530,-0.0050,-0.0500,0.07
12.171790,-0.0060,-0.0080,-0.0630,0.06
12.192005,-0.0380,0.0010,-0.0850,0.09
12.192131,-0.0510,0.0180,-0.0770,0.09
12.212636,-0.0410,0.0490,-0.0980,0.12
12.212915,-0.0040,0.0350,-0.0670,0.08
12.241546,0.0420,0.0050,-0.0550,0.07
12.261119,-0.0190,0.0200,0.0080,0.03
12.279184,-0.0900,0.0060,0.0400,0.10
12.279302,-0.0280,0.0000,0.0690,0.07
12.294447,-0.0100,-0.0570,0.0410,0.07
12.294607,-0.0010,-0.0650,0.0410,0.08
12.322226,-0.0140,-0.0100,0.0770,0.08
12.336707,0.0240,-0.0280,0.1140,0.12
12.355943,-0.0280,-0.0010,0.0310,0.04
12.356096,-0.0200,0.0170,-0.0350,0.04
12.376300,0.0310,0.0350,-0.0510,0.07
12.376440,0.0110,0.0430,-0.0890,0.10
12.396112,0.0030,0.0360,-0.0900,0.10
12.396206,-0.0270,0.0140,-0.0800,0.09
12.419732,0.0100,-0.0020,-0.0580,0.06
12.419823,0.1030,-0.0170,0.0060,0.10
12.439187,0.0810,-0.0040,0.0280,0.09
12.439381,0.0530,-0.0260,0.0280,0.07
12.458552,-0.0140,-0.0090,0.0240,0.03
12.458723,-0.0630,-0.0170,0.0190,0.07
12.476226,-0.0460,-0.0420,0.0290,0.07
12.476365,0.0290,-0.0330,0.0290,0.05
12.497860,0.0770,-0.0340,0.0590,0.10
12.497956,0.0460,-0.0020,0.0150,0.05
12.519865,-0.0220,0.0070,-0.0050,0.02
12.520021,-0.0120,-0.0130,0.0030,0.02
12.543010,0.0070,0.0020,0.0330,0.03
12.559502,-0.0440,0.0280,0.0230,0.06
12.579792,-0.0760,-0.0160,-0.0580,0.10
12.579912,-0.0740,0.0150,-0.0790,0.11
12.605950,-0.0800,0.0190,-0.0820,0.12
12.624373,0.0240,0.0000,-0.0530,0.06
12.640658,0.0680,-0.0190,0.0010,0.07
12.640779,0.0220,0.0220,0.0260,0.04
12.660870,-0.0180,0.0200,0.0180,0.03
12.660973,0.0020,0.0080,0.0130,0.02
12.685161,0.0250,0.0000,0.0390,0.05
12.685262,0.0390,0.0010,0.0350,0.05
12.701448,0.0460,-0.0120,0.0090,0.05
12.701557,0.0200,-0.0130,0.0160,0.03
12.721923,-0.0040,0.0290,0.0050,0.03
12.722073,0.0260,0.0060,0.0120,0.03
12.742422,0.0250,0.0040,0.0420,0.05
12.742528,0.0250,0.0090,0.0410,0.05
12.764228,-0.0210,-0.0110,0.0210,0.03
12.764381,-0.0300,-0.0340,0.0570,0.07
12.788007,0.0000,-0.0190,0.0550,0.06
12.810781,0.0070,-0.0040,0.0290,0.03
12.810934,0.0170,0.0150,-0.0160,0.03
12.824251,0.0380,0.0120,-0.1110,0.12
12.845342,-0.0400,0.0130,-0.1030,0.11
12.845445,-0.0110,0.0050,-0.0630,0.06
12.867654,0.0060,0.0170,0.0080,0.02
12.867743,0.0160,0.0120,-0.0140,0.02
12.886344,0.0590,-0.0050,-0.0130,0.06
12.886457,0.0510,0.0010,-0.0450,0.07
12.906064,-0.0080,0.0240,-0.0610,0.07
12.906147,-0.0260,0.0240,-0.0690,0.08
12.926314,-0.0200,0.0060,-0.0110,0.02
12.926460,0.0060,0.0110,-0.0050,0.01
12.945517,-0.0040,-0.0080,0.0100,0.01
12.945605,-0.0260,-0.0200,0.0000,0.03
12.970534,-0.0020,0.0080,0.0230,0.02
12.992478,0.0440,-0.0490,0.1060,0.12
12.992563,0.0140,-0.0160,0.1080,0.11
13.008594,-0.0460,-0.0220,0.0790,0.09
13.028419,0.0050,-0.0210,0.0380,0.04
13.028545,0.0110,-0.0180,0.0420,0.05
13.051786,-0.0090,0.0090,0.0140,0.02
13.069165,-0.0140,0.0230,-0.0270,0.04
13.089359,0.0200,0.0150,-0.0910,0.09
13.089442,0.0010,0.0370,-0.1030,0.11
13.109473,-0.0430,0.0160,-0.0820,0.09
13.109553,-0.0110,-0.0030,-0.0330,0.03
13.130197,0.0190,-0.0180,0.0090,0.03
13.130290,0.0290,-0.0030,0.0170,0.03
13.155985,0.0020,-0.0080,0.0320,0.03
13.170482,0.0240,-0.0510,0.0810,0.10
13.190737,-0.0460,-0.0150,0.0260,0.05
13.190844,-0.0450,0.0120,0.0090,0.05
13.211333,-0.0300,0.0130,-0.0160,0.04
13.211520,0.0120,0.0130,-0.0480,0.05
