# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-25 00:45:04.970
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
6.635138,0.4540,-0.2240,0.2990,0.59
6.635360,0.4510,-0.1730,0.3460,0.59
6.654901,0.5330,-0.0750,0.4870,0.73
6.654993,0.6180,0.0520,0.5680,0.84
6.675642,0.5770,0.1260,0.6060,0.85
6.675973,0.4630,0.1460,0.4690,0.68
6.700785,0.3670,0.1360,0.4060,0.56
6.717755,-0.1470,-0.0150,-0.0410,0.15
6.738184,-0.4530,-0.1140,-0.2080,0.51
6.738327,-0.6340,-0.2580,-0.2010,0.71
6.758702,-0.7430,-0.4320,-0.1150,0.87
6.758869,-0.7400,-0.5370,-0.2470,0.95
6.784911,-0.6030,-0.4790,-0.4080,0.87
6.802031,-0.5460,-0.4560,-0.8580,1.11
6.819619,-0.3250,-0.2180,-1.1660,1.23
6.819774,-0.2140,-0.0880,-1.1700,1.19
6.840340,-0.1690,0.0030,-1.0910,1.10
6.840520,-0.1220,0.0240,-0.8580,0.87
6.866465,-0.1720,-0.0220,-0.5330,0.56
6.883663,-0.5130,-0.4280,0.0070,0.67
6.901093,-0.4620,-0.5970,0.1620,0.77
6.901287,-0.3680,-0.5640,0.0990,0.68
6.921689,-0.3440,-0.5510,-0.0430,0.65
6.921922,-0.2880,-0.4650,-0.1820,0.58
6.942415,-0.1920,-0.2500,-0.2280,0.39
6.942591,-0.0600,0.0020,-0.2890,0.30
6.965753,-0.0230,0.2570,-0.3100,0.40
6.966000,0.0100,0.4700,-0.3840,0.61
6.982899,0.0130,0.7010,-0.4580,0.84
6.983072,0.0300,0.8210,-0.5160,0.97
7.002929,0.0870,0.8960,-0.5030,1.03
7.003113,0.1650,0.8590,-0.3290,0.93
7.025027,0.1930,0.7690,-0.1000,0.80
7.025188,0.1160,0.6500,0.1060,0.67
7.048571,-0.0250,0.4950,0.2540,0.56
7.067435,-0.1040,0.1970,0.6100,0.65
7.085276,-0.0520,-0.0150,0.6040,0.61
7.085464,-0.0440,-0.1460,0.5790,0.60
7.106254,-0.1060,-0.2970,0.5510,0.63
7.106429,-0.0100,-0.2790,0.5330,0.60
7.131707,0.0810,-0.2230,0.4720,0.53
7.150271,0.1120,-0.1900,0.3940,0.45
7.165345,0.1430,0.0000,0.4800,0.50
7.165499,0.1830,0.0640,0.5490,0.58
7.185861,0.2020,0.1600,0.4830,0.55
7.186021,0.1390,0.1880,0.3160,0.39
7.205868,-0.0320,0.1170,0.0950,0.15
7.206059,-0.2000,0.0960,0.0050,0.22
7.230760,-0.1880,0.1090,0.0330,0.22
7.230891,-0.1280,0.1910,0.1180,0.26
7.247947,-0.1120,0.1980,0.2730,0.36
7.248084,-0.1080,0.1410,0.3880,0.43
7.268139,-0.0290,0.1110,0.4120,0.43
7.268282,-0.0560,-0.0080,0.2820,0.29
7.288682,-0.0830,-0.1670,0.0340,0.19
7.289081,-0.0470,-0.2120,-0.2540,0.33
7.316955,-0.1160,-0.2540,-0.4900,0.56
7.334481,-0.3250,-0.4530,-0.5630,0.79
7.349835,-0.2330,-0.4830,-0.2290,0.58
7.349987,-0.1390,-0.4950,-0.1430,0.53
7.370549,-0.1320,-0.4710,-0.1280,0.51
7.370830,-0.1610,-0.4280,-0.2130,0.50
7.391153,-0.0810,-0.3560,-0.3040,0.48
7.391438,-0.0240,-0.1950,-0.4220,0.47
7.417347,-0.0140,-0.1190,-0.5000,0.51
7.438022,0.0590,-0.0140,-0.4970,0.50
7.438169,0.0240,0.0340,-0.4620,0.46
7.451579,-0.0080,0.0370,-0.4270,0.43
7.473082,-0.1340,0.1010,-0.4180,0.45
7.473317,-0.2090,0.1270,-0.3280,0.41
7.500282,-0.2260,0.1190,-0.2700,0.37
7.519749,-0.1110,0.1500,-0.1120,0.22
7.533670,-0.0170,0.1770,0.0140,0.18
7.533907,0.0720,0.1720,0.0760,0.20
7.554471,0.1150,0.2180,0.1110,0.27
7.554666,0.2180,0.2700,0.1630,0.38
7.574363,0.2240,0.2870,0.1400,0.39
7.574546,0.2180,0.3350,0.1660,0.43
7.597327,0.1720,0.3310,0.1250,0.39
7.597476,0.1620,0.3240,0.1170,0.38
7.615519,0.1360,0.3360,0.1600,0.40
7.615926,0.0320,0.3240,0.1720,0.37
7.635710,-0.0480,0.2530,0.1930,0.32
7.635826,-0.0870,0.2220,0.2430,0.34
7.655508,-0.0650,0.1770,0.3030,0.36
7.655624,-0.0520,0.0920,0.3170,0.33
7.680175,0.0590,0.0240,0.3250,0.33
7.680272,0.0370,-0.0300,0.2170,0.22
7.694790,0.1790,-0.0910,0.1600,0.26
7.694906,0.2970,-0.1470,0.0460,0.33
7.715613,0.4110,-0.1200,-0.0430,0.43
7.715714,0.4270,-0.1050,-0.0760,0.45
7.735662,0.4390,-0.0780,-0.0490,0.45
7.735797,0.3760,-0.0360,0.0050,0.38
7.757363,0.2340,-0.0020,0.1170,0.26
7.757449,0.0870,0.0690,0.2640,0.29
7.780181,-0.0460,0.1240,0.4350,0.45
7.780345,-0.2110,0.1580,0.5570,0.62
7.798843,-0.1980,0.1720,0.5890,0.64
7.798977,-0.0560,0.2620,0.5840,0.64
7.818811,-0.0910,0.2770,0.5400,0.61
7.818990,-0.1650,0.2100,0.4070,0.49
7.839199,-0.1430,0.1410,0.2870,0.35
7.839338,0.0840,0.2330,0.2280,0.34
7.863211,0.2180,0.2900,0.1440,0.39
7.883870,-0.1040,0.0630,-0.0770,0.14
7.884015,-0.2550,-0.1670,-0.1730,0.35
7.900338,-0.3170,-0.4190,-0.2150,0.57
7.920941,-0.2450,-1.0240,0.0260,1.05
7.921130,-0.1650,-1.1870,0.1790,1.21
7.949092,-0.0900,-1.2540,0.2740,1.29
7.969891,0.0640,-1.0120,0.0400,1.01
7.970016,0.0660,-0.8170,-0.1240,0.83
7.983733,0.0850,-0.6000,-0.2030,0.64
8.002136,0.3060,-0.0520,-0.2890,0.42
8.002305,0.2560,0.1050,-0.2830,0.40
8.023198,-0.0200,0.1340,-0.2320,0.27
8.023347,-0.3250,0.0210,-0.1740,0.37
8.048884,-0.6850,-0.0630,-0.0990,0.69
8.049069,-0.9370,-0.0690,-0.0710,0.94
8.070375,-1.0380,-0.0310,-0.0720,1.04
8.084017,-0.9070,0.0360,-0.1530,0.92
8.105613,-0.4810,0.0970,-0.6840,0.84
8.105876,-0.2180,0.1470,-0.8920,0.93
8.130956,-0.0580,0.2210,-1.0350,1.06
8.151657,0.2170,0.4250,-0.9470,1.06
8.151770,0.2540,0.5430,-0.7650,0.97
8.165947,0.1780,0.6070,-0.5100,0.81
8.185459,-0.1870,0.3990,0.0910,0.45
8.185635,-0.2050,0.1940,0.3700,0.47
8.205040,-0.1450,-0.0700,0.6790,0.70
8.205163,-0.0810,-0.3370,0.8420,0.91
8.229823,0.0130,-0.5860,0.9700,1.13
8.230007,0.1250,-0.7860,0.9270,1.22
8.251558,0.1900,-0.8440,0.8300,1.20
8.267855,0.4410,-0.7370,0.4500,0.97
8.301461,0.5590,-0.4640,0.0480,0.73
8.327848,0.6250,0.1150,-0.1630,0.66
8.327948,0.5230,0.2180,-0.0850,0.57
8.348665,0.4260,0.2550,0.0350,0.50
8.348928,0.3350,0.2440,0.1940,0.46
8.368624,0.2560,0.1700,0.3550,0.47
8.368720,0.1760,-0.0080,0.4730,0.50
8.389122,0.1160,-0.2190,0.6290,0.68
8.389227,0.1120,-0.3860,0.7180,0.82
8.409496,0.1430,-0.4390,0.7640,0.89
8.409698,0.2560,-0.4220,0.7530,0.90
8.430420,0.2760,-0.3360,0.6610,0.79
8.430629,0.0940,-0.3100,0.5430,0.63
8.451103,-0.1000,-0.3820,0.3730,0.54
8.451318,-0.1030,-0.4210,0.2370,0.49
8.471584,0.0070,-0.3630,0.1430,0.39
8.495014,0.0180,-0.2070,0.0400,0.21
8.495206,-0.1130,-0.1610,0.0470,0.20
8.513939,-0.2240,-0.1000,0.0260,0.25
8.514414,-0.2000,-0.1200,0.0520,0.24
8.533002,-0.1350,-0.2090,0.0370,0.25
8.533127,0.0000,-0.2060,0.0130,0.21
8.553237,0.1070,-0.1340,-0.0370,0.18
8.553510,0.1260,-0.0400,-0.1250,0.18
8.581808,0.0260,0.0990,-0.2440,0.26
8.596420,-0.2570,0.2620,-0.4350,0.57
8.616114,-0.3010,0.3360,-0.3930,0.60
8.616214,-0.3170,0.3410,-0.3430,0.58
8.634718,-0.2900,0.3340,-0.3050,0.54
8.635025,-0.2400,0.2560,-0.2540,0.43
8.654953,-0.1340,0.2060,-0.2120,0.32
8.655037,-0.0860,0.1760,-0.2270,0.30
8.677151,-0.0900,0.1370,-0.2950,0.34
8.677239,-0.1450,0.0710,-0.3510,0.39
8.695577,-0.1810,0.0000,-0.3780,0.42
8.695747,-0.1660,0.0070,-0.4130,0.45
8.715426,-0.1990,0.0250,-0.3360,0.39
8.715593,-0.2020,0.0030,-0.2730,0.34
8.735771,-0.2280,-0.0070,-0.1150,0.26
8.735996,-0.1940,0.0070,0.0320,0.20
8.762732,-0.1590,-0.0090,0.1710,0.23
8.779386,-0.1590,-0.0780,0.3000,0.35
8.798105,-0.0940,-0.0380,0.4330,0.44
8.798255,-0.0640,-0.0020,0.5150,0.52
8.818125,-0.0380,-0.0360,0.4850,0.49
8.818531,-0.0410,-0.0440,0.4130,0.42
8.842796,-0.0350,-0.0690,0.2740,0.28
8.859875,0.0110,0.0560,-0.0380,0.07
8.879225,0.1710,0.2370,-0.2430,0.38
8.879356,0.2080,0.3090,-0.2900,0.47
8.899894,0.2520,0.3480,-0.3410,0.55
8.900120,0.2940,0.3590,-0.3190,0.56
8.920335,0.3500,0.3600,-0.3390,0.61
8.920522,0.3790,0.3450,-0.2670,0.58
8.947084,0.3610,0.3050,-0.2390,0.53
8.965426,0.2400,0.2850,-0.2070,0.43
8.980989,0.2810,0.1650,0.0150,0.33
8.981167,0.1860,0.1390,0.0380,0.24
9.002155,0.1030,0.1020,0.0580,0.16
9.002427,0.0820,0.0510,0.0980,0.14
9.031160,0.0690,0.0390,0.0880,0.12
9.049065,0.0010,0.0650,0.1540,0.17
9.062913,-0.1450,0.0620,0.1400,0.21
9.063087,-0.2250,0.0540,0.1270,0.26
9.084281,-0.2200,0.0680,0.0670,0.24
9.084477,-0.1930,0.1130,-0.0280,0.23
9.105436,-0.1970,0.1460,-0.1480,0.29
9.105537,-0.2050,0.1260,-0.2740,0.36
9.124772,-0.2060,0.1220,-0.3130,0.39
9.124854,-0.1320,0.1230,-0.3480,0.39
9.144931,-0.0810,0.1150,-0.3090,0.34
9.145045,0.0050,0.0920,-0.2510,0.27
9.165001,0.0880,0.0370,-0.2160,0.24
9.165174,0.2030,0.0100,-0.1900,0.28
9.186164,0.2830,-0.0480,-0.1940,0.35
9.186370,0.3660,-0.0830,-0.2030,0.43
9.213175,0.4540,-0.1100,-0.2180,0.52
9.233887,0.5480,-0.0740,-0.0520,0.56
9.234064,0.5430,0.0030,0.0800,0.55
9.245487,0.4650,0.0540,0.1870,0.50
9.266212,0.2390,0.0870,0.2360,0.35
9.266445,0.1390,0.0810,0.2440,0.29
9.286042,0.0750,0.0530,0.2530,0.27
9.286240,0.0750,0.0250,0.2420,0.25
9.311879,0.1190,-0.0540,0.2470,0.28
9.312112,0.1170,-0.0960,0.2000,0.25
9.334163,0.1790,-0.1230,0.1500,0.26
9.348302,0.1710,-0.0470,-0.0370,0.18
9.369139,0.0700,0.0310,-0.2340,0.25
9.369344,0.0100,-0.0260,-0.2920,0.29
9.397120,-0.0200,-0.0510,-0.3200,0.32
9.416536,-0.1390,-0.2790,-0.2080,0.37
9.430487,-0.1470,-0.4010,-0.1210,0.44
9.430666,-0.0560,-0.4070,-0.0810,0.42
9.450517,0.0360,-0.3930,-0.0400,0.40
9.450681,0.1340,-0.3370,-0.0410,0.36
9.480456,0.1800,-0.2470,-0.0870,0.32
9.500677,0.2290,-0.0390,-0.1330,0.27
9.500858,0.2060,0.0910,-0.1450,0.27
9.511552,0.2050,0.2720,-0.0810,0.35
9.531612,0.0670,0.4570,-0.0390,0.46
9.531826,0.0110,0.4920,-0.0410,0.49
9.552053,-0.0020,0.5160,-0.0440,0.52
9.552221,0.0270,0.5560,-0.0850,0.56
9.576619,0.0120,0.4720,-0.1180,0.49
9.576800,0.0110,0.3890,-0.1710,0.43
9.596131,0.0620,0.2670,-0.1960,0.34
9.596245,0.1300,0.1690,-0.2100,0.30
9.617922,0.1500,0.0860,-0.2560,0.31
9.618230,0.1790,0.0860,-0.3390,0.39
9.633507,0.1220,0.1110,-0.2710,0.32
9.633700,0.0820,0.1190,-0.2380,0.28
9.653891,0.0410,0.1180,-0.1920,0.23
9.654057,0.0560,0.1130,-0.1320,0.18
9.674506,-0.0160,0.1400,0.0980,0.17
9.674593,-0.1220,0.1140,0.3180,0.36
9.695310,-0.1260,0.1070,0.5610,0.58
9.695509,-0.1680,0.0350,0.7740,0.79
9.715271,-0.1970,-0.0630,0.9700,0.99
9.715411,-0.2110,-0.1130,1.1090,1.13
9.735506,-0.1710,-0.1020,1.2280,1.24
9.736032,-0.1500,-0.0820,1.2100,1.22
9.755786,-0.1030,-0.0040,1.1230,1.13
9.755866,-0.1110,0.0130,0.9440,0.95
9.776615,-0.1080,0.0830,0.7270,0.74
9.776810,-0.0690,0.1830,0.4660,0.51
9.795719,-0.0510,0.3170,0.2520,0.41
9.795895,-0.0750,0.3800,0.0160,0.39
9.815707,-0.1850,0.2710,-0.1610,0.37
9.815896,-0.3120,0.0890,-0.3720,0.49
9.835718,-0.3210,-0.0720,-0.5100,0.61
9.836022,-0.1360,-0.1550,-0.4750,0.52
9.860861,0.1470,-0.1160,-0.4120,0.45
9.883787,0.1560,-0.0670,-0.2070,0.27
9.883957,-0.0160,-0.1160,-0.1790,0.21
9.898117,-0.0860,-0.0110,-0.2350,0.25
9.918921,-0.2250,0.1260,-0.3070,0.40
9.919201,-0.4730,0.0000,-0.1330,0.49
9.941468,-0.5960,-0.3450,0.0730,0.69
9.961274,-0.9510,-1.1820,0.8050,1.72
9.961487,-0.7300,-1.3130,1.1070,1.87
9.979828,-0.5750,-1.2420,1.1660,1.80
10.000531,-0.6410,-1.0010,0.3700,1.24
10.000729,-0.5140,-0.7430,-0.2900,0.95
10.026740,-0.2060,-0.4090,-0.7540,0.88
10.049155,0.2170,0.4240,-1.2320,1.32
10.049317,0.2900,0.6890,-1.2800,1.48
10.061192,0.1210,0.7470,-1.2830,1.49
10.082101,-0.5640,0.1700,-1.1520,1.29
10.082338,-0.7580,-0.0700,-1.0420,1.29
10.113000,-0.6690,-0.1690,-0.8950,1.13
10.134855,-0.0710,-0.2000,-0.7100,0.74
10.134976,0.2600,-0.0470,-0.7100,0.76
10.143318,0.4210,0.1890,-0.7340,0.87
10.162663,0.5220,0.6930,-0.4690,0.99
10.184693,0.3430,0.7830,0.0460,0.86
10.211321,0.1270,0.4790,0.5390,0.73
10.211522,0.2240,0.3930,0.7470,0.87
10.234568,0.3070,0.3120,0.8520,0.96
10.234700,0.3550,0.2130,0.8770,0.97
10.244705,0.3680,0.1090,0.7820,0.87
10.244847,0.3880,0.0870,0.7040,0.81
10.266123,0.3160,0.1200,0.6170,0.70
10.266373,0.1710,0.1840,0.4440,0.51
10.292334,0.0440,0.2000,0.2470,0.32
10.292518,0.0120,0.2710,0.0890,0.29
10.313624,0.0710,0.2970,-0.0390,0.31
10.313716,0.1680,0.3220,-0.1230,0.38
10.324961,0.2340,0.2980,-0.1960,0.43
10.325087,0.2790,0.2290,-0.1890,0.41
10.345331,0.3090,0.1670,-0.1780,0.39
10.345587,0.3760,0.1380,-0.1270,0.42
10.365646,0.4340,0.1100,-0.0790,0.45
10.365871,0.3700,0.0750,0.0340,0.38
10.393103,0.2040,0.0040,0.1690,0.26
10.393265,0.0500,-0.0050,0.3400,0.34
10.416100,-0.0010,-0.0140,0.5670,0.57
10.428160,0.1360,-0.0650,0.9050,0.92
10.448447,0.2240,-0.1060,1.0340,1.06
10.448625,0.3420,0.0480,0.9380,1.00
10.475557,0.2950,0.1130,0.7140,0.78
10.475762,0.1210,0.0100,0.3970,0.42
10.496160,-0.0250,-0.0290,0.0930,0.10
10.509256,-0.2900,-0.0380,-0.0230,0.29
10.529438,-0.5710,-0.3570,0.2030,0.70
10.529580,-0.5910,-0.6110,0.3020,0.90
10.550402,-0.5440,-0.8180,0.3130,1.03
10.550504,-0.3790,-0.8730,0.1430,0.96
10.576692,-0.1540,-0.8110,-0.2760,0.87
10.598603,0.3470,-0.3900,-1.2290,1.34
10.598761,0.3750,-0.3080,-1.5040,1.58
10.611305,0.3940,-0.2850,-1.5520,1.63
10.633121,0.5100,-0.1060,-0.9810,1.11
10.633595,0.3080,-0.0810,-0.5580,0.64
10.651426,-0.0380,-0.1700,-0.1250,0.21
10.651516,-0.3420,-0.2410,0.1600,0.45
10.676206,-0.5770,-0.3330,0.3100,0.73
10.676277,-0.6680,-0.3580,0.2970,0.81
10.692188,-0.6240,-0.3250,0.1500,0.72
10.692346,-0.4730,-0.2350,-0.0960,0.54
10.712515,-0.2690,-0.1010,-0.3040,0.42
10.712691,-0.1560,0.0000,-0.4560,0.48
10.733259,-0.0360,0.0420,-0.5450,0.55
10.733375,-0.0040,0.0990,-0.4840,0.49
10.758794,-0.0280,0.1940,-0.3770,0.42
10.778102,0.1190,0.4590,-0.1950,0.51
10.794755,0.2040,0.6760,-0.1440,0.72
10.794904,0.2150,0.6670,-0.1610,0.72
10.817192,0.2390,0.5830,-0.1500,0.65
10.817370,0.2290,0.4630,-0.1350,0.53
10.842798,0.2160,0.3550,0.0250,0.42
10.865039,0.1500,-0.0120,0.1220,0.19
10.865198,0.0970,-0.0860,0.0040,0.13
10.875878,0.0080,-0.1200,0.1070,0.16
10.895573,-0.0860,-0.0800,0.2060,0.24
10.895769,-0.1220,0.0100,0.2870,0.31
10.915627,-0.1990,0.0320,0.3250,0.38
10.915767,-0.3300,0.0510,0.3420,0.48
10.940333,-0.4710,0.0810,0.3600,0.60
10.940808,-0.3300,0.2230,0.4530,0.60
10.961228,-0.1780,0.3700,0.5800,0.71
10.961326,-0.0680,0.3590,0.6630,0.76
10.977980,0.0120,0.3280,0.7830,0.85
10.978166,0.2240,0.2870,0.9060,0.98
10.999157,0.3590,0.3060,1.0430,1.14
10.999310,0.3220,0.1530,1.0530,1.11
11.021874,0.0660,-0.1550,1.0950,1.11
11.021985,-0.0690,-0.3130,1.1570,1.20
11.042997,0.0360,-0.1870,1.1940,1.21
11.058829,-0.0700,-0.0430,1.0930,1.10
11.079498,-0.9110,-0.2960,0.2420,0.99
11.079639,-1.1390,-0.3580,-0.1450,1.20
11.107929,-1.1180,-0.3550,-0.2750,1.20
11.128090,-0.6990,-0.5640,0.0430,0.90
11.128222,-0.4080,-0.6930,0.1380,0.82
11.140604,-0.0430,-0.7720,0.0450,0.77
11.161053,0.0960,-0.9720,-0.5600,1.13
11.161272,0.3180,-0.7260,-0.9290,1.22
11.182712,0.5990,-0.3600,-1.0880,1.29
11.182939,0.7490,-0.0350,-1.2400,1.45
11.208863,0.8180,0.1870,-1.2870,1.54
11.230882,0.4350,0.1760,-1.1580,1.25
11.231068,-0.0150,-0.0500,-1.0430,1.04
11.242208,-0.3660,-0.2220,-0.8650,0.97
11.263005,-0.6180,-0.2000,-0.5930,0.88
11.263246,-0.5670,-0.1020,-0.5570,0.80
11.291378,-0.4480,0.0210,-0.5030,0.67
11.312412,0.0120,0.3040,-0.5280,0.61
11.312538,0.1860,0.4040,-0.5330,0.69
11.325369,0.2390,0.4740,-0.4670,0.71
11.344666,0.2760,0.5070,-0.1690,0.60
11.344819,0.3380,0.5190,0.0030,0.62
11.364934,0.4230,0.5050,0.1250,0.67
11.365110,0.5090,0.5030,0.2800,0.77
11.391758,0.5810,0.4100,0.3830,0.81
11.413313,0.5090,0.2230,0.3840,0.68
11.413449,0.4800,0.1480,0.3680,0.62
11.426422,0.4470,0.1050,0.2940,0.55
11.445925,0.3350,0.1380,0.1630,0.40
11.446194,0.2660,0.1760,0.1110,0.34
11.477641,0.1990,0.1790,0.0850,0.28
11.502406,0.1430,0.2170,0.1460,0.30
11.502566,0.1610,0.1910,0.1910,0.31
11.527675,0.3140,0.0730,0.3110,0.45
11.548128,0.2680,0.0330,0.3400,0.43
11.548303,0.2180,0.0590,0.3710,0.43
11.573731,0.0980,0.0470,0.4640,0.48
11.573939,0.0070,0.1030,0.5950,0.60
11.596140,-0.0150,0.0650,0.7130,0.72
11.596284,-0.0230,0.1090,0.8120,0.82
11.608706,0.0290,0.2460,0.8080,0.85
11.608804,0.0250,0.2370,0.6580,0.70
11.629360,0.0250,0.1900,0.3770,0.42
11.629544,-0.0690,0.1730,0.0560,0.19
11.658296,-0.1990,0.0820,-0.0380,0.22
11.673026,-0.9950,-0.3410,-0.0540,1.05
11.689746,-1.2380,-0.7280,0.5140,1.53
11.689890,-0.8220,-0.6820,0.6490,1.25
11.710237,-0.4470,-0.5950,0.6180,0.97
11.710301,-0.2600,-0.6830,0.3220,0.80
11.730873,-0.1540,-0.7450,0.0530,0.76
11.730964,-0.0700,-0.7840,-0.1350,0.80
11.753927,0.1350,-0.7090,-0.2420,0.76
11.754067,0.1940,-0.6560,-0.2070,0.71
11.771490,0.1590,-0.6890,-0.0700,0.71
11.771604,0.1060,-0.8170,0.1460,0.84
11.792152,0.0060,-0.9430,0.3260,1.00
11.792270,-0.0980,-0.9250,0.2570,0.97
11.813136,-0.2730,-0.8660,0.0020,0.91
11.813387,-0.4480,-0.7060,-0.3710,0.91
11.841334,-0.5600,-0.4980,-0.7180,1.04
11.857429,-0.2950,0.0980,-1.2010,1.24
11.874210,-0.0110,0.5500,-1.2970,1.41
11.874394,0.0300,0.6490,-1.2620,1.42
11.894490,-0.0070,0.6780,-1.1610,1.34
11.894743,-0.0830,0.7410,-1.1790,1.39
11.914677,-0.0910,0.7900,-1.2440,1.48
11.914867,-0.0570,0.8850,-1.2420,1.53
11.940731,0.1330,0.9930,-1.1050,1.49
11.940896,0.3330,1.0400,-0.9050,1.42
11.960029,0.6130,0.9490,-0.6510,1.30
11.960165,0.7910,0.8240,-0.3920,1.21
11.975193,0.8570,0.5940,-0.1380,1.05
11.975270,0.8560,0.3430,0.1060,0.93
11.995435,0.7190,0.1480,0.4040,0.84
11.995544,0.5670,0.1220,0.5490,0.80
12.022835,0.4140,0.2030,0.5450,0.71
12.044818,-0.0200,0.4740,0.3090,0.57
12.044969,-0.1770,0.5590,0.2410,0.63
12.055606,-0.3350,0.5960,0.2220,0.72
12.077515,-0.3770,0.5980,0.5340,0.89
12.077674,-0.3050,0.5320,0.8440,1.04
12.097671,-0.2210,0.4370,1.1540,1.25
12.097906,-0.1370,0.2760,1.4040,1.44
12.122892,-0.0060,0.1750,1.5120,1.52
12.141650,0.2300,0.0270,1.6000,1.62
12.158853,-0.0420,-0.1130,1.0790,1.09
12.159006,-0.3130,-0.3430,0.7880,0.91
12.179278,-0.3560,-0.4770,0.6300,0.87
12.179456,-0.0720,-0.3550,0.6210,0.72
12.204877,0.3290,-0.1170,0.5560,0.66
12.219280,0.2190,-0.1620,-0.0290,0.27
12.240737,-0.4770,-0.0130,-0.7740,0.91
12.241030,-0.8770,-0.0140,-0.8290,1.21
12.260921,-1.1100,-0.0570,-0.6580,1.29
12.261033,-1.3550,-0.3620,-0.4630,1.48
12.289138,-1.2930,-0.6720,-0.0910,1.46
12.309106,-0.5040,-0.8810,0.3910,1.09
12.309223,-0.1730,-0.9460,0.1590,0.97
12.321366,0.0200,-0.9750,-0.3270,1.03
12.341964,0.5520,-0.5570,-1.1980,1.43
12.342124,0.8530,-0.2660,-1.4640,1.72
12.362730,1.0000,-0.0250,-1.6650,1.94
12.362854,0.9820,0.1980,-1.7360,2.00
12.386696,0.8510,0.3480,-1.6210,1.86
12.386801,0.4410,0.3320,-1.3420,1.45
12.405578,0.0020,0.1850,-0.9670,0.98
12.405743,-0.3380,0.0390,-0.6310,0.72
12.424673,-0.5750,-0.1410,-0.4130,0.72
12.424882,-0.6650,-0.2770,-0.3040,0.78
12.444691,-0.6350,-0.3840,-0.2100,0.77
12.444859,-0.3780,-0.3190,-0.1240,0.51
12.471428,0.0360,-0.1210,-0.0130,0.13
12.491579,0.6170,0.2510,0.2040,0.70
12.491693,0.6000,0.3210,0.3370,0.76
12.506075,0.5760,0.3890,0.5010,0.86
12.525749,0.3520,0.4910,0.6780,0.91
12.526022,0.2780,0.4730,0.6970,0.89
12.546030,0.2890,0.4300,0.7190,0.89
12.546139,0.2750,0.3820,0.7070,0.85
12.570631,0.2990,0.2860,0.6940,0.81
12.570767,0.2810,0.2080,0.6550,0.74
12.588866,0.2150,0.1530,0.5960,0.65
12.588957,0.2180,0.1410,0.5210,0.58
12.605304,0.1650,0.1400,0.4320,0.48
12.605396,0.0510,0.1290,0.3050,0.34
12.625611,-0.0460,0.2160,0.2060,0.30
12.625930,-0.0600,0.2420,0.0730,0.26
12.654330,0.0090,0.3350,-0.0660,0.34
12.670870,0.1770,0.3500,-0.2060,0.44
12.688808,0.2610,0.1240,-0.1280,0.32
12.688898,0.2970,0.0030,-0.0080,0.30
12.708773,0.2890,-0.1170,0.1550,0.35
12.708868,0.2600,-0.2140,0.3140,0.46
12.728640,0.2060,-0.2060,0.5000,0.58
12.728721,0.1910,-0.1220,0.7270,0.76
12.756554,0.1910,0.0560,0.8690,0.89
12.777687,0.2260,0.4070,0.8740,0.99
12.777836,0.1610,0.3470,0.6780,0.78
12.789957,0.0600,0.2790,0.4000,0.49
12.810358,-0.5740,-0.2860,-0.1540,0.66
12.810542,-0.8160,-0.6270,-0.1650,1.04
12.835014,-0.9030,-0.9170,0.0050,1.29
12.835176,-0.7610,-1.0590,0.1470,1.31
12.855936,-0.4040,-1.0060,0.1980,1.10
12.856039,-0.1560,-0.8430,0.0130,0.86
12.878830,-0.0730,-0.6460,-0.3850,0.76
12.891601,-0.1260,-0.4840,-1.0270,1.14
12.912159,0.1500,-0.0740,-0.9970,1.01
12.912418,0.1030,-0.0320,-0.7170,0.73
12.937722,-0.1570,-0.2000,-0.4140,0.49
12.937901,-0.2940,-0.3630,-0.2110,0.51
12.955923,-0.3540,-0.4360,-0.1300,0.58
12.956092,-0.2850,-0.3740,-0.2400,0.53
12.973368,-0.1970,-0.3040,-0.4450,0.57
12.973452,-0.1290,-0.1360,-0.6850,0.71
12.993493,-0.1450,0.0850,-1.0020,1.02
12.993574,-0.1940,0.1740,-1.2550,1.28
13.017887,-0.2650,0.3380,-1.3090,1.38
13.017978,-0.1240,0.4940,-1.2880,1.39
13.033865,0.0650,0.7210,-1.0880,1.31
13.033961,0.1920,0.8560,-0.8510,1.22
13.054579,0.2110,0.9110,-0.5930,1.11
13.054736,0.1240,0.8900,-0.3780,0.97
13.077024,0.0860,0.8530,-0.1010,0.86
13.077205,0.0760,0.7840,0.1900,0.81
13.103105,0.1170,0.6500,0.5200,0.84
13.118944,0.1560,0.2440,0.9740,1.02
13.134676,0.0550,-0.1590,1.0240,1.04
13.134782,0.0480,-0.2730,1.0030,1.04
13.155223,0.0710,-0.3160,0.9980,1.05
13.155438,0.0820,-0.3270,0.9020,0.96
13.175478,0.0150,-0.3610,0.7420,0.83
13.175694,-0.0670,-0.2620,0.6220,0.68
13.199878,-0.0810,-0.1210,0.4940,0.52
13.199986,-0.0360,0.0170,0.3720,0.37
13.217003,0.0280,0.1090,0.2480,0.27
13.217142,0.1950,0.1290,0.1600,0.28
13.237709,0.3530,0.1630,0.0740,0.40
13.237967,0.4870,0.1380,0.0760,0.51
13.257851,0.5450,0.1470,0.1320,0.58
