# Target Sample Rate: 100 Hz
# Max Device Sample Rate: 100 Hz
# Recording started at: 2026-03-25 00:45:04.970
time,ax (m/s^2),ay (m/s^2),az (m/s^2),aT (m/s^2)
13.257973,0.6220,0.1990,0.1900,0.68
13.278002,0.5870,0.3110,0.1540,0.68
13.278091,0.3760,0.2600,0.0790,0.46
13.301755,0.0760,0.1390,-0.0200,0.16
13.301925,0.0280,0.0800,-0.0100,0.09
13.323127,0.1280,0.1600,0.0940,0.23
13.340102,-0.1570,0.1020,0.4500,0.49
13.360092,-0.7890,-0.0980,0.6540,1.03
13.360253,-0.8730,-0.1230,0.6570,1.10
13.385307,-0.8340,-0.1900,0.6080,1.05
13.403947,-0.9220,-0.4730,0.4430,1.13
13.420709,-0.9980,-0.6510,0.3690,1.25
13.420826,-0.8590,-0.5220,0.2990,1.05
13.441506,-0.6640,-0.3330,0.1190,0.75
13.441622,-0.4410,-0.1100,-0.1530,0.48
13.461736,-0.2960,-0.0650,-0.4620,0.55
13.461903,-0.0960,-0.1700,-0.7370,0.76
13.487254,0.1330,-0.1840,-0.9090,0.94
13.508117,0.4540,-0.2220,-0.9550,1.08
13.508711,0.4070,-0.2540,-0.7770,0.91
13.522509,0.1450,-0.3490,-0.5830,0.69
13.544037,-0.1170,-0.4630,-0.4730,0.67
13.544125,-0.0820,-0.3240,-0.6080,0.69
13.568219,0.0230,-0.1860,-0.7760,0.80
13.589341,0.1790,-0.0770,-1.1620,1.18
13.589688,0.2580,-0.0370,-1.2260,1.25
13.604231,0.4040,0.0230,-1.1020,1.17
13.625648,0.6040,0.3440,-0.4980,0.86
13.625819,0.5370,0.4800,-0.1490,0.74
13.651970,0.3570,0.5430,0.1210,0.66
13.665478,0.0620,0.5420,0.4200,0.69
13.685405,0.0410,0.4910,0.6680,0.83
13.685688,0.0440,0.4310,0.6570,0.79
13.704918,0.0680,0.3850,0.5810,0.70
13.705019,0.0960,0.3160,0.5280,0.62
13.724997,0.1630,0.3160,0.4870,0.60
13.725072,0.1270,0.3650,0.3990,0.56
13.746041,0.0800,0.3800,0.3330,0.51
13.746129,0.0760,0.4130,0.2700,0.50
13.766978,0.0330,0.4280,0.2040,0.48
13.767265,0.0250,0.4150,0.1160,0.43
13.787526,0.0960,0.3990,0.0290,0.41
13.787677,0.1400,0.3860,0.0020,0.41
13.807806,0.2040,0.3150,-0.0180,0.38
13.807967,0.3680,0.2110,-0.0090,0.42
13.827792,0.4740,0.0850,0.0400,0.48
13.827882,0.5120,-0.0790,0.0870,0.53
13.851628,0.5390,-0.2080,0.1480,0.60
13.851795,0.5200,-0.2590,0.2470,0.63
13.873046,0.4770,-0.2160,0.4000,0.66
13.889068,0.3280,-0.0830,0.6590,0.74
13.911208,0.1610,-0.0750,0.6720,0.70
13.912612,0.1820,-0.0640,0.6040,0.63
13.931372,0.3960,0.0690,0.5370,0.67
13.931517,0.5010,0.1700,0.4120,0.67
13.952510,0.4350,0.1700,0.2530,0.53
13.953320,0.2660,0.1190,0.1070,0.31
13.970374,0.0530,0.0780,-0.0190,0.10
13.970484,-0.2800,0.0200,-0.0960,0.30
13.991277,-0.4880,-0.0850,-0.0630,0.50
13.991437,-0.6930,-0.2590,0.0350,0.74
14.018772,-0.8550,-0.5480,0.1200,1.02
14.040044,-0.6690,-0.9480,-0.0720,1.16
14.040173,-0.3390,-0.8430,-0.2280,0.94
14.057337,-0.0420,-0.6660,-0.5290,0.85
14.072394,0.0110,-0.6050,-1.1770,1.32
14.072479,0.1330,-0.4230,-1.2190,1.30
14.093361,0.3140,-0.1540,-1.0430,1.10
14.093447,0.3890,0.1020,-0.7990,0.89
14.118775,0.2360,0.2080,-0.4290,0.53
14.135677,-0.5530,0.0380,0.0200,0.55
14.154103,-0.9590,-0.0830,0.1610,0.98
14.154212,-0.9780,-0.0950,0.1150,0.99
14.174987,-0.8760,-0.0910,-0.0390,0.88
14.175122,-0.7180,-0.0480,-0.2720,0.77
14.200514,-0.4650,-0.0020,-0.5130,0.69
14.220459,-0.0540,0.0410,-0.9020,0.90
14.220588,0.1240,0.0790,-0.9250,0.94
14.235492,0.3810,0.2090,-0.8300,0.94
14.254994,0.5340,0.4050,-0.5690,0.88
14.255166,0.4540,0.4350,-0.3970,0.74
14.275115,0.2710,0.4610,-0.2240,0.58
14.275222,0.0750,0.3780,0.1070,0.40
14.300748,-0.0060,0.2850,0.3650,0.46
14.323052,-0.0320,0.1180,0.9260,0.93
14.323467,-0.0140,0.0060,1.0390,1.04
14.340892,-0.0360,-0.0360,1.0540,1.06
14.341431,-0.1170,-0.0690,1.0290,1.04
14.357596,-0.2430,-0.0900,0.8940,0.93
14.382834,-0.3640,0.0570,0.6050,0.71
14.401220,-0.3130,0.3460,0.4180,0.63
14.418569,-0.1860,0.3730,0.1410,0.44
14.418675,-0.0950,0.3630,0.0050,0.38
14.439234,0.0820,0.3750,-0.0870,0.39
14.439365,0.2730,0.4220,-0.1140,0.52
14.459170,0.3920,0.4620,-0.1370,0.62
14.459251,0.2180,0.3090,-0.1420,0.40
14.483932,-0.1500,0.0070,-0.0560,0.16
14.504476,-0.3290,-0.3790,0.4560,0.68
14.504590,-0.0250,-0.2840,0.7210,0.78
14.522607,0.0170,-0.2690,0.8580,0.90
14.551957,0.1320,-0.2210,0.4990,0.56
14.573726,-0.4590,-0.0800,-0.3550,0.59
14.573924,-0.9340,-0.2820,-0.5670,1.13
14.582080,-1.2350,-0.5360,-0.4060,1.41
14.604401,-0.6360,-1.0380,0.1750,1.23
14.604521,0.1430,-1.0280,0.3430,1.09
14.627038,0.6970,-0.9100,0.2740,1.18
14.627352,1.0420,-0.7090,-0.0580,1.26
14.647917,1.0060,-0.3580,-0.3640,1.13
14.648047,0.7680,-0.0370,-0.7140,1.05
14.665018,0.5800,0.2350,-0.9370,1.13
14.665110,0.4680,0.5160,-0.9620,1.19
14.692514,0.1710,0.7040,-0.7030,1.01
14.704406,-0.7510,0.1820,0.2080,0.80
14.725145,-0.5920,-0.4730,0.6470,1.00
14.725263,-0.2130,-0.6640,0.5500,0.89
14.747877,0.0760,-0.8660,0.2790,0.91
14.748002,0.2060,-0.9670,-0.2110,1.01
14.765451,0.4020,-0.7330,-0.6840,1.08
14.765560,0.5480,-0.3140,-1.0240,1.20
14.785893,0.5360,0.0520,-1.3110,1.42
14.786037,0.4190,0.4780,-1.4240,1.56
14.805501,0.3640,0.8940,-1.2930,1.61
14.805678,0.3560,1.2730,-1.0340,1.68
14.831620,0.2770,1.4410,-0.6910,1.62
14.831796,0.0950,1.3430,-0.3110,1.38
14.854648,-0.0840,1.0490,0.0580,1.05
14.867467,-0.1240,0.6650,0.6850,0.96
14.887786,-0.4960,0.6280,1.0820,1.35
14.887893,-0.8700,0.7030,1.1610,1.61
14.917511,-1.1690,0.7810,1.1770,1.83
14.935035,-1.3430,0.4480,1.0840,1.78
14.950031,-0.3350,-0.4360,0.9890,1.13
14.950178,0.3500,-0.6990,0.9040,1.20
14.969473,0.8260,-0.8830,0.7960,1.45
14.969621,1.2560,-0.9780,0.5290,1.68
14.989558,1.5570,-0.9010,0.2320,1.81
14.989671,1.7490,-0.7730,-0.1050,1.92
15.016326,1.8430,-0.6280,-0.4040,1.99
15.016446,1.9320,-0.4500,-0.6660,2.09
15.039189,2.0420,-0.2570,-0.8390,2.22
15.051420,1.7810,0.1150,-0.8690,1.99
15.071539,1.1890,0.3900,-0.4950,1.35
15.071709,0.9170,0.4290,-0.2640,1.05
15.101249,0.6380,0.3770,-0.0890,0.75
15.124477,0.0930,0.2250,0.2050,0.32
15.124584,-0.1140,0.1920,0.2750,0.35
15.133222,-0.3980,-0.0200,0.2220,0.46
15.153324,-0.5680,-0.8960,0.1700,1.07
15.153482,-0.3620,-1.2420,0.2600,1.32
15.173396,0.0670,-1.3730,0.4030,1.43
15.173614,0.3890,-1.2920,0.4150,1.41
15.204249,0.4360,-1.1730,0.2590,1.28
15.219788,-0.0200,-0.7830,-0.1390,0.80
15.235094,-0.2100,-0.0890,-0.3270,0.40
15.235233,-0.2640,0.1810,-0.2690,0.42
15.256225,-0.4480,0.3090,-0.1850,0.57
15.257369,-0.6780,0.3090,-0.0560,0.75
15.282526,-0.8430,0.1930,-0.0080,0.86
15.282631,-0.8620,0.0590,-0.0600,0.87
15.299306,-0.7470,-0.0250,-0.1510,0.76
15.299460,-0.6300,-0.0720,-0.3260,0.71
15.315110,-0.5790,-0.0920,-0.5290,0.79
15.315233,-0.6530,-0.0080,-0.6950,0.95
15.335270,-0.6730,0.1610,-0.8470,1.09
15.335369,-0.6150,0.3450,-0.9480,1.18
15.355413,-0.4360,0.5210,-0.9650,1.18
15.355494,-0.1560,0.6790,-0.9120,1.15
15.379767,0.0200,0.7920,-0.8590,1.17
15.379914,0.0810,0.8270,-0.7930,1.15
15.400638,0.1070,0.8190,-0.6690,1.06
15.400779,0.0890,0.7350,-0.4890,0.89
15.417715,0.0480,0.6840,-0.2860,0.74
15.417869,-0.0270,0.5830,-0.0180,0.58
15.438988,-0.0410,0.4710,0.2470,0.53
15.439139,-0.1090,0.3380,0.4700,0.59
15.464394,-0.1510,0.1750,0.6190,0.66
15.485820,-0.2670,-0.1720,0.6240,0.70
15.487129,-0.3170,-0.3750,0.6960,0.85
15.499070,-0.1150,-0.4670,0.8160,0.95
15.519819,0.2870,-0.3600,0.9700,1.07
15.519928,0.3750,-0.2700,1.0440,1.14
15.544537,0.2460,-0.2830,0.9790,1.05
15.544629,0.0530,-0.3030,0.7810,0.84
15.560328,-0.1750,-0.2960,0.5250,0.63
15.560420,-0.3850,-0.2520,0.3740,0.59
15.580843,-0.3960,-0.0370,0.2550,0.47
15.580971,-0.3610,0.1800,0.2330,0.47
15.601278,-0.3560,0.2510,0.2510,0.50
15.601433,-0.4450,0.2700,0.2970,0.60
15.622162,-0.5570,0.2960,0.3350,0.71
15.622266,-0.5320,0.3670,0.3920,0.76
15.646685,-0.3990,0.5600,0.4250,0.81
15.665814,-0.2220,0.3470,0.4970,0.65
15.687315,0.2420,0.0510,0.2820,0.38
15.703990,0.9920,0.2620,-0.2810,1.06
15.728171,0.5630,0.0890,-0.9980,1.15
15.743943,-0.0280,-0.3520,-1.0820,1.14
15.764641,-0.4050,-0.5670,-0.1820,0.72
15.764830,-0.2990,-0.4150,0.1300,0.53
15.785086,-0.4170,-0.3930,0.2400,0.62
15.785183,-0.5810,-0.4580,0.0920,0.75
15.805027,-0.5530,-0.3970,-0.2190,0.72
15.805145,-0.3480,-0.1970,-0.5100,0.65
15.830619,-0.0910,-0.0270,-0.7100,0.72
15.852723,0.1580,0.3200,-1.0620,1.12
15.852867,0.2360,0.4190,-1.0740,1.18
15.866244,0.1980,0.3370,-0.9570,1.03
15.885115,0.0160,-0.0140,-0.4810,0.48
15.885264,0.0300,-0.1740,-0.2500,0.31
15.905231,0.0920,-0.2830,-0.1080,0.32
15.905327,0.1930,-0.3340,-0.0370,0.39
15.931909,0.2290,-0.3760,-0.0750,0.45
15.957384,0.3880,-0.1920,-0.1540,0.46
15.957930,0.3640,-0.0690,-0.1940,0.42
15.975492,0.2820,0.0510,-0.1990,0.35
15.975860,0.2290,0.2250,-0.1920,0.37
15.989465,0.2020,0.3850,-0.1190,0.45
16.012643,0.0000,0.5630,0.0420,0.56
16.029229,-0.1650,0.5090,0.2070,0.57
16.049560,-0.2030,0.4560,0.4440,0.67
16.049646,-0.0760,0.4300,0.6370,0.77
16.069937,-0.0460,0.3610,0.7890,0.87
16.070028,-0.0920,0.2850,0.9360,0.98
16.096861,-0.2420,0.2260,1.0220,1.07
16.116430,-0.1240,0.2070,1.0290,1.06
16.116526,0.0780,0.1960,0.9210,0.94
16.131811,0.2060,0.1670,0.7480,0.79
16.152173,0.1820,0.1820,0.2570,0.36
16.152355,0.0080,0.1700,0.0000,0.17
16.172050,-0.0710,0.1990,-0.2200,0.31
16.172135,-0.0860,0.2050,-0.3770,0.44
16.198760,-0.0260,0.2120,-0.4300,0.48
16.216840,-0.0730,0.1470,-0.3440,0.38
16.233689,-0.1100,0.0050,0.1950,0.22
16.233824,0.0740,-0.1100,0.3650,0.39
16.254028,0.3940,-0.2660,0.2590,0.54
16.254119,0.6970,-0.3930,0.0100,0.80
16.279577,0.8540,-0.4850,-0.2750,1.02
16.299609,0.9200,-0.2290,-0.5630,1.10
16.300048,0.6040,-0.1010,-0.5420,0.82
16.315138,0.0810,-0.0650,-0.3470,0.36
16.335115,-0.8390,-0.2890,0.2250,0.92
16.335225,-1.0180,-0.4760,0.3890,1.19
16.358938,-0.9310,-0.7140,0.4140,1.24
16.359036,-0.5880,-0.8970,0.2780,1.11
16.375935,-0.1390,-0.9490,-0.0600,0.96
16.376055,0.2850,-0.8050,-0.4540,0.97
16.395132,0.5950,-0.6630,-0.7730,1.18
16.395265,0.7430,-0.4840,-1.0570,1.38
16.415221,0.7850,-0.2710,-1.2480,1.50
16.415411,0.7130,-0.0310,-1.2400,1.43
16.437069,0.5320,0.2890,-1.0340,1.20
16.437175,0.1690,0.5510,-0.5990,0.83
16.463395,-0.2470,0.6130,-0.1280,0.67
16.485979,-1.0720,0.2100,0.4950,1.20
16.486095,-1.1680,-0.0030,0.6200,1.32
16.501514,-1.0530,-0.2040,0.6660,1.26
16.518734,-0.4430,-0.4880,0.4030,0.77
16.518831,-0.2430,-0.5970,0.1960,0.67
16.543512,-0.1080,-0.6330,0.0240,0.64
16.563959,-0.0440,-0.3840,-0.1920,0.43
16.564036,-0.0410,-0.1110,-0.2160,0.25
16.579651,-0.0880,0.1320,-0.1540,0.22
16.600253,-0.0630,0.4540,0.0720,0.46
16.600356,0.1440,0.5720,0.2410,0.64
16.620429,0.3300,0.6110,0.2810,0.75
16.620541,0.4040,0.5340,0.2570,0.72
16.645435,0.3800,0.3830,0.1980,0.57
16.663619,0.2730,0.2200,0.1930,0.40
16.681541,0.1870,0.1480,0.2940,0.38
16.681677,0.1400,0.1450,0.2850,0.35
16.703199,0.0720,0.1160,0.2280,0.27
16.703300,0.0690,0.1140,0.1490,0.20
16.724304,0.0840,0.0890,0.0710,0.14
16.724386,0.0820,0.1040,-0.0090,0.13
16.744014,0.1190,0.1120,-0.0470,0.17
16.744186,0.1280,0.1050,0.0170,0.17
16.764031,0.1290,0.0800,0.1360,0.20
16.764226,0.1090,0.0350,0.3000,0.32
16.784055,0.1210,-0.0540,0.4850,0.50
16.784148,0.1700,-0.1040,0.6560,0.69
16.804730,0.1530,-0.1560,0.7640,0.79
16.804931,0.0710,-0.2240,0.7670,0.80
16.826396,0.0660,-0.2500,0.7470,0.79
16.849113,0.1600,-0.0380,0.6140,0.64
16.849211,0.1160,0.0340,0.4510,0.47
16.866333,0.1520,0.1360,0.2840,0.35
16.866508,0.1430,0.2740,0.1430,0.34
16.885292,-0.0940,0.2420,-0.0340,0.26
16.916605,-0.8480,-0.0980,0.0130,0.85
16.929733,-1.1230,-0.8320,0.3860,1.45
16.945379,-0.3510,-1.0640,0.4670,1.21
16.967683,0.1640,-0.8470,-0.3170,0.92
16.997275,0.3960,-0.2690,-0.9320,1.05
16.997405,0.4830,0.0460,-1.0840,1.19
17.021149,0.4730,0.3180,-1.0860,1.23
17.049312,-0.2870,-0.1850,-0.2410,0.42
17.049506,-0.2950,-0.3830,-0.2270,0.53
17.069664,-0.2130,-0.4870,-0.2830,0.60
17.069964,-0.1370,-0.5690,-0.3640,0.69
17.096428,0.0460,-0.5300,-0.5190,0.74
17.121474,0.4580,-0.2590,-0.7310,0.90
17.121644,0.5200,-0.1050,-0.6770,0.86
17.130638,0.5350,0.0620,-0.5490,0.77
17.152317,0.3800,0.3840,-0.1720,0.57
17.152532,0.2580,0.4620,-0.0360,0.53
17.175987,0.2830,0.4630,0.0890,0.55
17.176118,0.3430,0.4070,0.1440,0.55
17.200148,0.3490,0.3140,0.1880,0.51
17.212073,0.3550,0.1310,0.1760,0.42
17.232554,0.2400,-0.0380,0.1490,0.29
17.232807,0.1560,-0.1130,0.1730,0.26
17.253032,0.0840,-0.2160,0.1650,0.28
17.253173,-0.0700,-0.2800,0.1670,0.33
17.276781,-0.1780,-0.3490,0.2400,0.46
17.276966,-0.3110,-0.4050,0.3170,0.60
17.297386,-0.3020,-0.4470,0.4510,0.70
17.297578,-0.3820,-0.4800,0.3830,0.72
17.314562,-0.4910,-0.4990,0.3070,0.76
17.314691,-0.5250,-0.4600,0.2220,0.73
17.334742,-0.4140,-0.4020,0.2350,0.62
17.334851,-0.2640,-0.2740,0.2840,0.47
17.358419,-0.1500,-0.1420,0.2900,0.36
17.358522,-0.1520,-0.0740,0.3470,0.39
17.377557,-0.2710,-0.0740,0.3750,0.47
17.377675,-0.5100,-0.1050,0.3690,0.64
17.395821,-0.6090,-0.1630,0.3850,0.74
17.395974,-0.7590,-0.2310,0.3160,0.85
17.415162,-0.8560,-0.2100,0.2560,0.92
17.415295,-1.0280,-0.1770,-0.0070,1.04
17.435640,-1.0480,-0.1000,-0.1410,1.06
17.435768,-0.9950,0.0190,-0.2600,1.03
17.458955,-0.7460,0.1680,-0.2930,0.82
17.459125,-0.3420,0.3050,-0.2590,0.53
17.482924,0.0030,0.4160,-0.2300,0.48
17.498002,0.4560,0.5090,-0.2130,0.72
17.518458,0.6180,0.6080,-0.1930,0.89
17.518616,0.7570,0.7280,-0.0160,1.05
17.542732,0.6920,0.7620,0.2330,1.06
17.542840,0.5990,0.7090,0.4370,1.03
17.566124,0.4310,0.5560,0.6350,0.95
17.579055,0.3160,-0.0390,0.7860,0.85
17.600219,0.6320,-0.5930,0.6710,1.10
17.600433,0.7740,-0.7330,0.5430,1.20
17.627217,0.9710,-0.7400,0.4230,1.29
17.651835,1.0210,-0.5650,0.0320,1.17
17.651961,0.8880,-0.3550,-0.2060,0.98
17.661039,0.7010,-0.0480,-0.3850,0.80
17.681630,0.3470,0.4580,-0.5000,0.76
17.681959,0.3200,0.5710,-0.4440,0.79
17.702510,0.2860,0.4930,-0.3670,0.68
17.702597,0.2940,0.3060,-0.2860,0.51
17.724532,0.2520,0.0980,-0.2190,0.35
17.724621,0.1830,-0.2050,-0.1000,0.29
17.742741,0.1650,-0.4010,0.0490,0.44
17.743097,0.1840,-0.5120,0.1750,0.57
17.763064,0.0990,-0.5860,0.2780,0.66
17.763282,-0.0580,-0.6370,0.3490,0.73
17.783894,-0.2190,-0.6070,0.3710,0.74
17.784068,-0.4870,-0.4920,0.4130,0.81
17.814936,-0.8260,-0.3470,0.4090,0.98
17.832346,-1.3440,-0.2070,0.4880,1.44
17.844249,-1.1180,0.0040,0.5520,1.25
17.864999,-0.8580,-0.0540,0.2550,0.90
17.885265,-0.5900,0.0880,-0.3170,0.68
17.885365,-0.4590,0.2300,-0.6900,0.86
17.907980,-0.3070,0.3310,-0.9260,1.03
17.908108,-0.1640,0.4160,-1.0600,1.15
17.932456,-0.0500,0.4760,-1.1370,1.23
17.932624,0.0510,0.4580,-1.1090,1.20
17.945310,0.0460,0.4410,-1.0540,1.14
17.945440,0.0010,0.4520,-0.9870,1.09
17.965467,-0.0060,0.4880,-0.8560,0.99
17.965601,-0.1060,0.5130,-0.7350,0.90
17.991962,-0.2210,0.5520,-0.5840,0.83
17.992098,-0.3950,0.6250,-0.4210,0.85
18.012723,-0.4540,0.6780,-0.2680,0.86
18.012835,-0.3990,0.6900,-0.1820,0.82
18.027519,-0.1990,0.6570,-0.1700,0.71
18.027599,-0.0520,0.5080,-0.1800,0.54
18.048122,0.1130,0.4340,-0.1590,0.48
18.048232,0.2340,0.4060,-0.1730,0.50
18.077358,0.3210,0.3780,-0.1290,0.51
18.102703,0.5680,0.4170,-0.0470,0.71
18.102810,0.5650,0.4490,-0.0260,0.72
18.109442,0.5480,0.3880,0.0400,0.67
18.130007,0.3870,0.2750,0.0490,0.48
18.130189,0.4920,0.2220,0.1620,0.56
18.150275,0.5180,0.1830,0.2650,0.61
18.150480,0.4870,0.0790,0.4060,0.64
18.175797,0.4580,-0.0600,0.5700,0.73
18.175956,0.3400,-0.1650,0.7050,0.80
18.198864,0.2660,-0.2540,0.7740,0.86
18.211996,0.2280,-0.2550,0.8270,0.89
18.232649,0.1220,-0.2580,0.7320,0.79
18.232778,0.0120,-0.3150,0.6130,0.69
18.261832,-0.0840,-0.4190,0.4670,0.63
18.286393,-0.2400,-0.5550,0.3290,0.69
18.286873,-0.2530,-0.5610,0.2900,0.68
18.292949,-0.3020,-0.5080,0.2190,0.63
18.313637,-0.5180,-0.3710,-0.1010,0.65
18.313729,-0.5600,-0.2350,-0.3490,0.70
18.334378,-0.4580,-0.0480,-0.5650,0.73
18.339611,-0.4750,0.1170,-0.8390,0.97
18.363085,-0.4600,0.3080,-1.0290,1.17
18.375703,-0.3260,0.5750,-1.2370,1.40
18.395336,-0.3740,0.6540,-1.1360,1.36
18.395454,-0.3910,0.6120,-0.9930,1.23
18.415792,-0.2900,0.5200,-0.7770,0.98
18.415891,-0.1890,0.3470,-0.5760,0.70
18.444647,-0.1280,0.1320,-0.3320,0.38
18.469870,0.0760,-0.0490,-0.0070,0.09
18.469991,0.2080,-0.0850,0.1080,0.25
18.475847,0.2850,-0.0910,0.1750,0.35
18.495335,0.2840,-0.0160,0.1710,0.33
18.495441,0.2800,0.0730,0.1180,0.31
18.517291,0.2070,0.1350,0.0870,0.26
18.517456,0.1210,0.1800,0.0380,0.22
18.543051,0.0150,0.2110,0.0330,0.21
18.543207,-0.0520,0.2610,0.0470,0.27
18.570087,-0.0920,0.2570,0.0740,0.28
18.599355,-0.1970,0.2820,0.0730,0.35
18.599575,-0.2050,0.2830,-0.0040,0.35
18.624450,-0.1830,0.3280,-0.0680,0.38
18.646158,-0.0770,0.3140,-0.1250,0.35
18.646260,-0.0540,0.2740,-0.0160,0.28
18.659870,-0.0260,0.2020,0.1170,0.23
18.680644,0.0490,0.0340,0.3270,0.33
18.680841,0.1060,-0.0350,0.3650,0.38
18.706968,0.0940,-0.0740,0.3550,0.37
18.722238,0.1880,-0.0310,0.2750,0.33
18.755999,0.1020,0.0500,0.2780,0.30
18.781964,0.1790,0.0830,0.6330,0.66
18.782175,0.2680,-0.0090,0.6690,0.72
18.803512,0.3480,-0.1160,0.6450,0.74
18.803609,0.4720,-0.2040,0.5520,0.75
18.823541,0.5800,-0.2300,0.4680,0.78
18.823659,0.7130,-0.2130,0.3520,0.82
18.844387,0.7740,-0.1970,0.2030,0.82
18.844494,0.7300,-0.1840,0.0830,0.76
18.865210,0.7010,-0.1860,0.0050,0.73
18.865378,0.7140,-0.1540,-0.0680,0.73
18.892634,0.8080,-0.0100,-0.1540,0.82
18.918522,0.7570,0.1730,-0.3060,0.83
18.918618,0.6840,0.2380,-0.3310,0.80
18.925682,0.5720,0.2880,-0.3390,0.72
18.946229,-0.0950,-0.0260,-0.1650,0.19
18.946399,-0.5470,-0.1990,0.0610,0.59
18.972608,-0.8760,-0.4020,0.2210,0.99
18.972723,-1.2030,-0.5230,0.4160,1.38
18.994909,-1.1590,-0.5200,0.5030,1.37
19.009684,-0.5390,-0.4920,0.0390,0.73
19.025525,0.1620,-0.2830,-0.8240,0.89
19.025593,0.3140,-0.1630,-1.1020,1.16
19.048007,0.3930,-0.0610,-1.2640,1.33
19.048635,0.3640,0.0760,-1.2870,1.34
19.074114,0.2740,0.1470,-1.1080,1.15
19.074243,0.0290,0.1560,-0.8420,0.86
19.099036,-0.2760,0.0120,-0.5860,0.65
19.128815,-0.0370,-0.3810,-0.2700,0.47
19.129013,0.1440,-0.3520,-0.3560,0.52
19.159267,0.2930,-0.2740,-0.4780,0.62
19.185284,0.4510,-0.0940,-0.6540,0.80
19.185400,0.5020,0.0210,-0.6470,0.82
19.190611,0.5470,0.1170,-0.5290,0.77
19.210336,0.4110,0.3360,-0.1600,0.55
19.210454,0.1520,0.3870,0.0990,0.43
19.231158,-0.1170,0.4340,0.3200,0.55
19.231281,-0.2960,0.4720,0.4520,0.72
19.257220,-0.4630,0.5060,0.5680,0.89
19.257380,-0.5580,0.4370,0.5790,0.92
19.283426,-0.6000,0.3110,0.6120,0.91
19.313026,-0.2930,-0.1970,1.1900,1.24
19.313230,-0.2790,-0.3300,1.2690,1.34
19.341595,-0.3510,-0.3800,1.2970,1.40
19.368448,-0.5810,-0.3710,0.9410,1.17
19.368574,-0.4930,-0.2300,0.6400,0.84
19.374049,-0.3640,0.0620,0.2710,0.46
19.394352,-0.1580,0.4610,-0.1820,0.52
19.394525,-0.1070,0.5640,-0.2220,0.62
19.414554,0.0490,0.6200,-0.1640,0.64
19.414657,0.1560,0.6260,-0.1020,0.65
19.439155,0.2530,0.5810,-0.0110,0.63
19.439284,0.1470,0.4950,0.0090,0.52
19.463218,0.1350,0.4170,0.0420,0.44
19.475699,0.0260,0.3070,0.1010,0.32
19.495746,0.1750,0.1760,0.1630,0.30
19.495915,0.0440,-0.0140,0.1230,0.13
19.524021,-0.2650,-0.3840,0.1130,0.48
19.549138,-0.6690,-1.0150,0.4870,1.31
19.549283,-0.7040,-1.2430,0.6920,1.59
19.555924,-0.4770,-1.3910,0.8960,1.72
19.577502,0.0450,-1.3830,0.8750,1.64
19.577657,0.2600,-1.3250,0.5580,1.46
19.598498,0.3510,-1.0920,0.0600,1.15
19.598592,0.2850,-0.7340,-0.4670,0.92
19.618445,0.1380,-0.3090,-0.8960,0.96
19.618557,-0.0100,0.0930,-1.2280,1.23
19.638403,-0.1700,0.4260,-1.4100,1.48
19.638492,-0.3780,0.6000,-1.5780,1.73
19.659218,-0.5950,0.6390,-1.6510,1.87
19.659322,-0.7020,0.5700,-1.6670,1.90
19.680183,-0.6150,0.4600,-1.5920,1.77
19.680322,-0.3870,0.3280,-1.4140,1.50
19.705415,-0.1080,0.1760,-1.2130,1.23
19.729654,0.3720,-0.0210,-0.8610,0.94
19.730206,0.5030,-0.0700,-0.7860,0.94
19.743174,0.5970,-0.1100,-0.6770,0.91
19.760779,0.6970,0.1350,-0.5090,0.87
19.761135,0.6410,0.3200,-0.3630,0.80
19.785111,0.5940,0.4320,-0.1600,0.75
19.785197,0.5000,0.4720,0.1260,0.70
19.802713,0.4090,0.4580,0.4010,0.73
19.802794,0.2990,0.3720,0.6330,0.79
19.821902,0.2540,0.2590,0.8050,0.88
19.822014,0.2530,0.1810,0.8870,0.94
19.842560,0.3020,0.1310,0.9190,0.98
19.842760,0.3890,0.0780,0.8400,0.93
19.863100,0.5080,0.0220,0.7850,0.94
19.863294,0.5230,-0.0370,0.7700,0.93
19.885896,0.4720,-0.1040,0.8130,0.95
19.905278,0.2730,-0.0950,0.7780,0.83
19.924459,0.2490,0.2070,0.7440,0.81
19.924583,0.1380,0.3890,0.7180,0.83
19.944912,0.0050,0.4800,0.6680,0.82
19.945045,-0.1600,0.4180,0.6280,0.77
19.972657,-0.2870,0.2750,0.5960,0.72
19.999058,-0.1640,-0.0090,0.6460,0.67
19.999144,0.1070,-0.0360,0.7180,0.73
20.005629,0.3460,-0.0670,0.6970,0.78
20.025311,0.7090,0.0530,0.4560,0.84
20.025474,0.8350,0.2510,0.2690,0.91
20.046069,0.7900,0.2930,0.0690,0.85
20.046168,0.5750,0.2340,-0.1030,0.63
20.073438,0.3850,0.1720,-0.1410,0.44
20.097589,-0.0860,-0.5810,-0.2140,0.63
20.097689,-0.2760,-1.1220,0.0560,1.16
20.107887,-0.3600,-1.3300,0.5830,1.50
20.127966,-0.2640,-1.2040,1.2280,1.74
20.128148,-0.2800,-1.1280,0.8670,1.45
20.154306,-0.4580,-1.1630,0.1440,1.26
20.178975,-0.2050,-0.4980,-1.0510,1.18
20.179138,0.0100,0.0240,-1.4730,1.47
20.189019,0.0610,0.3830,-1.7300,1.77
20.209884,-0.3520,0.4100,-1.7110,1.79
